annotator,text,is_abuse,sexual_score,created_at,aspects_anno,username
kiran,पौराणिक कथामा आदर्शवादी बिम्ब बाट निर्मित जस्तो नेतृत्व खोजेको लाइ ठिकै हो आधुनिक द्वन्दबादी जनवादी चरित्र छैन सबल सछयम कसरी ? जसले पाएको जिम्मेवारी लाइ लात मार्दै अर्को बहुमत देउ भनेर रोधन गर्दै हिडने नेतृत्व कसरि सबल ? नानाथरी शक्ति केन्द्र समुह सँग गठबन्धन गर्नु पर्ने ?,0.0,,,,
kiran,लोडसेडिङ्ग हटाउने कुल्मान मात्र हो । जनार्दन र प्रचण्ड ले माखो मारेका छैनन् । काम गर्ने कालु मकै खाने भालु । दम छ भने काम गरेर मत माग्न जाउ । जन्तालाइ उल्लु नठानौ ।,0.0,,2022-04-13 13:12:49,[],Bibekleads
kiran,"रबिन्द्र दाई लाई राजनीतिज्ञ हरु ले मारे को महसुस भय को छ जनता लाई कडाई का साथ छानबिन होस , , , ।",0.0,,,[],
kiran,मनले भन्छ त्यो रुपको सागरमा डुबेर आत्महत्या गरौ |,0.0,,,,
kiran,हैट ! त्यसरी जिल्ला नै तोकेर बागलुङ काे इज्जत नाफल्दिउ न हजुर |,0.0,,,,
kiran,मन्त्रीले जनता जेाड्ने हेा फेाड्ने हैन । मारदिन्छु भन्ने धम्कि दिने हैन यद्यपि खुनी मन्त्री पूर्व देखि हाल सम्म कति हेाला हेाला ।,0.0,,2022-01-21 19:12:44,[],advctmaheshwar1
kiran,नेपकौ केपि कुकुरलाइ गौलि हानुपरछ कुकुर डाकालाइ ।,1.0,1.0,,"[(11, 19, 'profanity'), (20, 32, 'physical_threat'), (33, 46, 'profanity')]",
kiran,चालू र भालुको भर हुदैन के एस्तै हो |,1.0,1.0,,,
kiran,कांग्रेस ?,0.0,,,,
kiran,कसैको ज्यान जानेछ। ।,1.0,1.0,,,
kiran,यो के भयो किन कार्बाई गर्दैन नेपाल सरकारले |,0.0,,,[],
kiran,"नालाएक अर्थमन्त्री राजिनामा दिईबक्सियोस् कुछ भि हो , ईज्जत से पेश होना है भाई ! सँस्कारि लड्का !",0.0,,2022-04-20 07:58:17,"[(0, 6, 'profanity')]",BeingUnp
kiran,आफुजस्तै ठान्छेस् अरुलाइ |,0.0,,,,
kiran,पहिले पनि येस्तै भा थ्यो अहिले पनि त्यै भयो। त्यो राडी फुडी त जेल परिन भने अहिले को गायिका लाई किन थुन्नु त ? नेपालमा फिमेल बम् काे जग जगी हुने भो।,1.0,1.0,2022-04-19 20:27:52,"[(50, 59, 'profanity')]",ambir_bikram
kiran,यो माचिक्ने kp र प्रचन्द लाइ सिदै गोलि हान्छु रादि को छोरा हरु देश दोर्ही जनता को पशिना चुसिरा छस नि यो मुजि प्रत्र कार को नि ।,1.0,1.0,,,
kiran,मेयर ज्यु यस्तो पत्रकार लाई त नाक को डारि मात्र हैन त्यस को त्यो जता भाबी लेख्ने हात पनि काट्नु पर्छ सलाम छ हजुर लाई देश को धमिरा हरू लाई नस्ट गर्न पर्छ आब जन फेसला हुन ऐक दम जरूरी छ . . . . . . . !,1.0,1.0,,"[(65, 100, 'physical_threat')]",
kiran,छोडनु यो कुरा सर छोरी को संस्कार कस्तो नि होटेल होटेल चाहर्दै हिड्ने अनि बलात्कार भएको भोलिपल्ट बिहानै नुहाई धुवाई गरेर मन्दिर जाने तेहि बलत्कारिसित अनि तेहि दिन रमाइ रमाइ सुटिङ पनि गर्ने तेस्को एक बर्ष पछि बलात्कार भन्ने कुरा थाहा पाउने देशबिदेश घुमेकी नाबालिक |,0.0,,2022-04-18 15:32:13,"[(42, 68, 'character_assasination')]",RamPrasadWagle1
kiran,"ई साथ लँगडो कुकुर खालि ! सुख हो भन्छौ जिन्दगी यो , किरण आँगमा हाली ! मृत्यु चिस्छौ याम्रा , क्या राम्रो विश्वासमा , सुन्दर शूल ! मृत्यु सिसारि जलाउने यो ! रात ! दानु , मुना ! पीर प्रेरी ! मिरी मुरा ! आँशुका छुँदै रात ! जिउँछ ! तिम्रा |",0.0,,2022-04-21 07:05:49,[],lspd_bot
kiran,खाते भारत को कुरा गर्छस भारतिय दलाल ।,1.0,1.0,,,
kiran,जिन्दगी यात्रा हो भन्दैमा दिन भरि कुकुर झै डुल्न त भयन नि |,1.0,1.0,,,
kiran,मलाई तिम्रो बोलि कस्तो राम्रो लाग्यो |,0.0,,,[],
kiran,माया गाड़ा हुनुपर्यो कुरा छाडा भएर फरक पर्दैन |,0.0,,,,
kiran,अत्ति नभई आफ्नो सन्तान छोडेर कुनै पनि आमा टाढा जान सक्दिनन्। ।,0.0,,,,
kiran,हि हि गुलाम अली जिउदै छन र ?,0.0,,,,
kiran,हेर चोर नेता आतिए को राजा आउला भन्ने डर ले छोरी बुहारी आशे पासे को जागिर जाने भो अब ।,1.0,1.0,,"[(4, 7, 'profanity')]",
kiran,यो डाका हरु भन्दात राजानै ठिकछ ।,1.0,1.0,,"[(3, 7, 'profanity')]",
kiran,"एमाले राप्रपा जस्तो देखिनु वा राप्रपा एमाले जस्तो , संघियतावादी र एकात्मकतावादीहरू एक ठाउँमा उभिनु र काङ्ग्रेसहरू माओवादी वा माओवादी काङ्ग्रेस जस्तो लाग्नु फगत चुनावी गठबन्धन मात्र होईन , यो चै खासमा दलहरूले आफ्नो राजनीतिक चरीत्र गुमाउनु र सबै उस्तै उस्तै हुनुको भद्दा प्रमाण हो। ।",1.0,1.0,2022-04-19 04:44:53,[],dahalkeshab
kiran,फेरि कुकुर कता भुक्यो ?,0.0,,,,
kiran,डाक्टर इन्जिनियर योद्धा जति सबै नस्ट गर्ने भए |,0.0,,,[],
kiran,किताब जेलमा बसेर हिटलर ले पनि लेखेका थिए। दोषी को हो उनको परिवारलाई सोध्नुहोस जसलाइ जिउँदै जलाईयो। ।,0.0,,,,
kiran,एकदुई मेन्सन गर्दैमा पछि लाग्यो ठान्छेस भने ब्युँझि सपनाबाट । |,0.0,,2015-05-11 22:36:05,[],diegofutbol_7
kiran,भ्रष्ट र अराजक लाई हान्नै पर्छ ।,1.0,1.0,,,
kiran,प्रचण्डे ले फ्या ले को हड्डी खाने कुकुर हो यो ।,1.0,1.0,,"[(34, 39, 'profanity')]",
kiran,प्रचण्डे ले फ्या ले को हड्डी खाने कुकुर हो यो ।,1.0,1.0,,"[(34, 39, 'profanity')]",
kiran,"आत्महत्या गरछु र जुत्ता ले हांनछु भन्ने जनावार गाएब छ , खोजेर एक कान को नीचे दिनु नी मामपाखा हरु लाई |",1.0,1.0,,,
kiran,काम न दाम की स्त्री ! !,1.0,1.0,,,
kiran,प्रचण्ड जस्ता विदेशी दलाल र पूर्व आतंकवादी प्रचण्ड को कुरा नेपाली जनता ले पत्याउँदैन ।,1.0,1.0,,,
kiran,नेता चोर |,1.0,1.0,,"[(5, 8, 'profanity')]",
kiran,तिम्रो bf छ ?,0.0,,,[],
kiran,कैफियत प्रतिबेदन माग्ने यो सामान्य प्रक्रिया हो |,0.0,,,,
kiran,कति राम्री हुनसकेकी के तिमी |,0.0,,,[],
kiran,त्यस्तो पापी मन लिएर पनि कसरी बाच्न सक्दाहुन र जिउदै मरे बराबर हो |,1.0,1.0,,,
kiran,"आतंककारी संग गठबन्धन , अब नागरिक ले सोध्नेछन , तिम्रो सिद्धान्त के हो ?",0.0,,,[],
kiran,यो चै खीच्न छुटेंको टावर |,0.0,,,,
kiran,केटी - अब जिन्दगीका सबै उकाली अोरालीमा तिमीसँगै हिड्ने मन छ ? केटो - अनि सिधा बाटोमा चै तेरो भुपुसित हिड्छेस् ?,0.0,,,,
kiran,एक्लै त म पहिले पनि जीउँदै थिए जानेमन थाहछैन किन तिमिले छोडेर गए देखि एक्लोपन को महसुस हुन्छ !,0.0,,,,
kiran,ईस ! तिम्रा कोरोना हिजो रातदिन कोरोना कोरोना भनेर देश आर्थिक रुपले बर्बाद पार्ने अपराधीहरु जिउदै छौ की Ge well soon हो अझै ।,0.0,,,,
kiran,महिलाको चरीत्र कस्ले जान्नु |,0.0,,2022-04-18 09:17:09,"[(8, 14, 'profanity')]",HastaLama15
kiran,ओठमा मात्र हो मुस्कान तिमीलाई बिदा गर्दा मनमा त सुनामी आउँछ - भुइँचालो आउँछ । गरिब छन् र तपाईंलाई चैन छ इज्जत गर्नुस् गरिब नभए तपाईंकोमा को गोठालो आउँछ ?,0.0,,,,
kiran,आफुलाइ चै के ठान्छेस बे तैले पैलाको कुरा बिर्सिस |,0.0,,2019-07-23 19:37:20,[],riderprabesh11
kiran,सबैभन्दा लज्जाको विषय मन्दिरमा खाएको कसमले स्थानीय तहको नेतृत्व खोज्ने १९ अौँ शताब्दीको मानवीय चरित्र यति डरलाग्दो गल्ती राजनैतिक चरित्रमा नगरियोस् मन्दिरमै सिरानी लाउने त्यो निरीह मान्छेले पनि धिक्कार्छ !,0.0,,2022-04-19 21:19:05,[],Govinda65450475
kiran,अब त्यो टोलमा टाउको खुट्टा नभएको भुतले तर्साउने भयो। ।,0.0,,,,
kiran,"हुनत आफुलाई ख़ासै मतलब छैन , नेपालमा कुन क़ुन जनावरको वली दिने र वली प्रसाद खाने चलन छ ? गैंडा , गधा र कुकुर लाई पनी शुरू गरे की ? की तिनलाई पनी संग्लै बांग्लादेश निर्यात वा अंग भंग गरेर गतिला अंग मात्र चीन निर्यात ?",0.0,,2022-04-15 18:56:34,[],prajesh57474940
kiran,तिमि मुस्लिम आतंकबादी हौ। तिमीहरुलाई कुनै बाच्ने अधिकार छैन |,1.0,1.0,,,
kiran,ओइ चोर फटाहा अर्काको घडी चोरेर खल्तीमा हाल्नी अनि अरुलाई चोर लगाउनि |,1.0,1.0,,"[(3, 12, 'profanity')]",
kiran,अहिले त तचर थियो गय भन्न सजिलो हुने |,0.0,,,[],
kiran,तिम्रो धेरै कुराहरु सुधार्नु पर्नी छ |,0.0,,,[],
kiran,पिर्जे सङ्ग मस्किदै हुनुहुन्छ रे स्रोत ले भनेको |,0.0,,2022-03-30 19:43:04,[],Madanchalisey
kiran,यो कुकुर को धेरै दिन छैन भुकभुक बिदेशी को पाल्तु कुकुर जड्याहा |,1.0,1.0,2022-04-21 00:18:42,"[(3, 8, 'profanity'), (42, 54, 'profanity')]",Amrika__Rai
kiran,खाते युटुबे हरु युटुबेनै हुन किन की भित्र न्युज भिन्दैर शीर्षक भिन्दै किन राख्छौ आफ्नो भुउज बराउन खाते मुलाहो सहिर सत्तेकुरा को प्रसारण गर्न तिमि हरु लाई पनि जनता ले सरसम्मान गर्छ गाली गर्दैनन धन्यवाद ।,1.0,1.0,,,
kiran,काहिँ १८ महिना कि बच्चा बलात्कारको सिकार हुन्छे काहि साथीद्वारा साथीको हत्या हुन्छ काहिँ सासुले बुहारीको हत्याको योजना गर्छिन् काहिँ चेली जिउदै जलाउने गर्छन थाहा छैन यो देशमा दानवको बास छ कि कानुनको फितलो पन। |,0.0,,2022-04-15 18:22:12,[],sanumayaa54
kiran,माफ गर्नु होला तर हजुर एउटा गधा हो र म वास्ता गर्ने छैन तपाईलाई क्यान्सर छ भन्ने |,1.0,1.0,,"[(28, 31, 'profanity')]",
kiran,माफ गर्नु होला तर हजुर एउटा गधा हो र म वास्ता गर्ने छैन तपाईलाई क्यान्सर छ भन्ने |,1.0,1.0,,[],
kiran,दमिनी भिर ।,0.0,,,,
kiran,घरमा बाबू अामाको सहि संसकार र शिक्षा पाएका २१ अौ सताब्दीका कुलङगार कुलङगारनिहरु |,1.0,1.0,,"[(59, 79, 'profanity')]",
kiran,त जस्ता खाते ले अहिले सम्म कति छानबिन निस्पक्ष गरियो यउटा भन्न सक्छस हामी त्तकाल भन्दैनौ नभने पनि भिडियो ईडिट गरि तथाकथित पत्रकार लाई चै दिईन्छ किन भनिनस ।,1.0,1.0,,"[(8, 12, 'profanity')]",
kiran,लेखेको पढ्न पनि केही बुझे मारिदिनु एस्ता त छन पि एम के आस |,1.0,1.0,,[],
kiran,आईमाईको चरीत्र भगवानलाई थाहा हुन्न । हामी पुरुषलाई के था ? जे सम्भो |,1.0,1.0,,,
kiran,कति सम्म चाहिँ नाटक गरेको रहेछ ए मान्छे कस्तो कस्तो हुईन्दो रहेछ हो |,0.0,,,,
kiran,तिमि त धेरै गालीगलौज गर्ने रैछौ। ।,0.0,,,[],
kiran,पल शाहले बलात्कार गरेको छैन भनेर रुन थालेपछि .,0.0,,2022-04-19 10:31:58,[],gorkhasandeshnp
kiran,"चितवन र कास्की दुबैमा कोईरालाथरका काङ्रेस नेता छन ! कम्तीमा तीनिहरु जिउदै छन भने मेयरमा उमेदवारी दिनु पर्छ र जित्छन पनि , अहिलेको कम्युनिस्टहरु हाँडी फुटे झै फुटेको अवस्थामा !",1.0,1.0,,,
kiran,ई पुन्ने गौतम भन्नेब्यक्ती को जिब्रो किन नकाटेको होला बाउला कुकुर जस्तै भुकने मात्र हो सहिकुरा कहिलै सत्यकुरा भोल्दैन ।,1.0,1.0,,[],
kiran,रामरो काम गरेन |,0.0,,,[],
kiran,"अमेरिकी विदेश मन्त्रालयको प्रतिवेदन - ४ नेपाली सैनिक बलात्कारमा संलग्न , ३ जना निर्दोष रहेको सेनाको भनाई - Everes Dainik - News from Nepal |",0.0,,2022-04-18 22:20:22,[],everestdainik
kiran,कन्याजाली फुटिहालेको छैन । लाज पचेकी गायिका - २०७९ |,1.0,10.0,2022-04-18 07:02:31,"[(27, 43, 'character_assasination')]",dhakalroshan9
kiran,धाेती सले चाेर खाते नेपाल अएर नेपाली चेलीबेटी लाई फासी गनुपछ बलात्कार लाई ।,1.0,5.0,,"[(0, 5, 'ethnic_violence'), (6, 19, 'profanity')]",
kiran,अनि मोडिफाई गर्ने खर्च चाई कस्ले दिने हो |,0.0,,,,
kiran,"श्रीमान - हेर ! न पर त्यो को श्रीमती चन्द्रमा जस्तै देखिन्छे , श्रीमती - त्यस्को लोग्नेले मलाई देखाउंदै भन्दै थियो , त आफुलाई चन्द्रमा नै ठान्छेस , तर त औंशी परेको चन्द्रमा परिस , उ पर हेर ! पुर्णेको चन्द्रमा त्यस्तो हुन्छ्। ।",1.0,1.0,2022-03-25 12:36:45,[],dear_ishu
kiran,"मैले सबैलाई मर्ने कारण तिमि हो , एस्लाई बन्द गर। ।",0.0,,,[],
kiran,"देशलाई १८ घन्टाको लोडसेडिङबाट मुक्त गरेर आफ्नो क्षमता प्रस्तुत गरेका रास्ट्र सेवकलाई खुलेआम लाल्छ्ना लगाउने , चरीत्र हत्या गर्ने तैपनि देशको पुर्वप्रधानमन्त्री जस्तो मान्छेले ! यस्ता नेतालाई आदर्श मानेर हिड्ने कार्यकर्तालाई राम राम बाहेक केही भन्न सकिन।",1.0,1.0,2022-04-21 05:40:48,"[(110, 116, 'profanity')]",Rohitdkl98
kiran,भैँसी लाई हो कि मान्छे लाई ?,0.0,,,[],
kiran,केटी - अब जिन्दगीका सबै उकाली अोरालीमा तिमीसँगै हिड्ने मन छ ? केटो - अनि सिधा बाटोमा चै तेरो भुपुसित हिड्छेस् |,1.0,1.0,2022-04-17 22:50:57,[],kali_kabu
kiran,"लडेको ढुङा्ले त अडिने ठाउॅं पाउॅंछ भन्छन , मान्छे पो हो त गाँठे कसो नपाइएला । |",0.0,,2021-12-29 10:10:01,[],resend_k
kiran,आफ्ना दाजुभाइ संग मिल्न नसक्ने अनि छिमेकीको मिलोमतोमा आफ्नै घर भाँड्ने यस्ता पर्चन्ने को कुरै नगरुम। ।,1.0,1.0,,,
kiran,"- ओहो ! कस्ती गोरी , ठ्याक्कै बाहुनी जस्ती। कमिनी-दमिनी भएर पनि कति राम्री , चिटिक्क परेकी , बाहुनको गोता गइछौ। आहा ! सफासुग्घर लुगा कस्तो मिलाएर लगाउन जानेकी ! मीठो मसिनो खाने , कस्तो बाहुनको जस्तो रोजाइ के बाहुनी मात्रराम्री हुने नियम हो ? बाहुनले मात्र पढ्ने हो ?",1.0,1.0,,,
kiran,विकासे कुकुर जस्तो देखिन्छ त |,1.0,1.0,2022-04-16 17:07:43,[],sandipmoktan70
kiran,यो राडिकाे छोरा DIG को मुख देख्दा पनि यति रिस उठेर आउँछ सुशील सर हजुर लाई धेरै बधाई छ एकचोटि यो पागल र ज्ञानेन्द्र शाही लाई सङ्गै बनाएर अन्तर्वार्ता गराउनु पर्यो अनि के भन्छ यस ले गर्दा आज समग्र प्रहरी सस्था को बदनाम भयो ।,1.0,1.0,,,
kiran,"धनगढीकाे स्थानीय सफल ब्यवसायी , समाजसेवी , राजनीतिकर्मी कृष्ण बहादुर महरा हुनुहुन्छ । फाेटाेमा देखिएकाे भन्दा वजनदार व्यक्तित्त्व भएका ब्यक्ति । चरित्र हत्या नगराौ ।",0.0,,2022-04-18 14:01:55,[],Awesome_Laljung
kiran,उस् को ढाड मा कसरी निलडाम भयो ?,0.0,,,,
kiran,आडम्बरी - नेपालको आफ्नै गाउ घरमा जातको आधारमा छुवाछुत बारेर छोरी नदिने वा छोरी बिहा नगर्ने तर बिदेशी गोरे-गोरेनी देखे पछी ज्यान फालेर पछी लाग्ने उपल्ला जाती आडम्बरी हुन। दमिनी कमिनीलाई छिछी गर्नेले गोरी केटी भित्र्याउन खोज्दा बाउ आमाले छोराको गालामा पड्याम्म बजाउनु पर्दैन ?,1.0,1.0,,,
kiran,सिर्जना लाई त घर बाट निकाले भन्या होइन र फेरी लाजै नमानी तेही ससुराको नाममा उठने रे हुन त पद र पैसा भए के इज्जत के बेइज्जत ।,1.0,1.0,,,
kiran,र अ ले कति मुल्य रखेछ त प्रचण्डे को अाफ्नघर मासेर अर्काको घर भाँड्ने भो नरपिचास ले |,1.0,1.0,,,
kiran,"महावली हनुमान जीले त्यति बेलै लंका पुरै जलाई दिएको भए , अहिले यत्रो बेज्जत त हुने थिएन ।",0.0,,2022-04-20 09:25:12,[],SarojPo51816539
kiran,घर भांडने भो कमरेड।,1.0,1.0,2022-01-05 19:55:00,"[(0, 9, 'profanity')]",BishnuBastola17
kiran,यो टिकटकको नशा बडो अनौठो हुँदोरैच हेर्नोस् । नानि पाउने नशादेखी घर भाँडने दसासम्म नपाईने केही रैनच टिकटकाँ ! बडो गारो रैच |,1.0,1.0,,,
kiran,हैट बोका र बाख्राहरू नेपाल त युरोप र अमेरीका भन्दापनी महा बिग्रोल भए गांठे ।,1.0,1.0,,[],
kiran,किन अकल्पनीय ? सरकारको सेटिंग थियो वा हुनुपर्ने भनेर शिव जी ? नत्र पहिलाको नजिर जिउँदै छ त। ।,0.0,,,,
kiran,बिचरा दिदी लाई निकै तनब रैछ बच्चा लियर अलग बसेकै राम्रो हुन्छ |,0.0,,,,
kiran,कांग्रेस का चरित्र |,0.0,,2022-04-21 00:33:21,[],Arvindk70944464
kiran,बनाउँदै गरेको चित्र बिग्रियो चित्र बिग्रे पछि मित्र बिग्रियो सबै थोक लाइन लागेर बिग्रिन थाले अहिले त मेरो चरित्र बिग्रियो !,0.0,,,,
kiran,क्यामेरा एकछी न बन्द गरेर रगत छात्ने गरि हान्नु पर्ने थियो साले कुकुर लाई यति रिस त आज सम्म उठे को छैन ।,1.0,1.0,,"[(16, 58, 'physical_threat'), (59, 69, 'profanity')]",
kiran,यो मुजि बोलेर जित्न सक्दैन अनि दुनियाँ उदाहरण दिन्छ साले खाते ।,1.0,1.0,,"[(3, 7, 'profanity'), (52, 61, 'profanity')]",
kiran,मुस्लिम केटिहरु हिन्दु केटिहरु भन्दा सुन्दर हुन्छन |,0.0,,,[],
kiran,"पाइखाना सफाइ गर्ने बाहून कुचिकार नै हुन्छ स्कूल पढाउने डोम शिक्षक नै हुन्छ , वकालत गर्ने दमिनी वकील नै हुन्छिन , विद्यावारिधी गर्ने कुनै विश्वकर्मा आफ्नो शाखाको सम्मानित डाक्टर नै कहलिन्छ - जातिप्रथा कानूनले उहिल्यै उन्मुलन गरिसकेको छ सामाजिक सद्भाव किन बिथोल्ने ?",0.0,,2021-11-09 13:36:08,"[(19, 32, 'ethnic_violence'), (55, 65, 'ethnic_violence'), (89, 99, 'ethnic_violence')]",MaharudraPrasa1
kiran,तिमीजस्ता ठगहरु तिमिहरु जस्तो यो संसारमा बाँच्न लायक छैन। ।,1.0,1.0,,,
kiran,दमिनी भीरको लेखनशैली साह्रै मज्जाको । पढिरहु लाग्नी ।,0.0,,2021-11-26 21:46:44,[],Aasthaasubedii
kiran,बलात्कार मुद्दामा पीडितलाई नै कैद सजाय सुनाउने न्यायाधीश सर्वोच्चमा तानिए |,0.0,,,,
kiran,"लाज पचे का नकचरा नेता हरु केही गरुम अब केही सकिम अब दुनियाँ कहाँ देखि कहाँ पुगिसके को छ तिमी स्याल नेता हरु आफ्नो दुनु सोझ्याउन , होईन देश सोझ्याउन तिर लाग ।",1.0,1.0,,,
kiran,लु है दाजु भाइ हो बरु गिट्टी कुटेर खाउ तर यो बिहे गरेर प्रदेस जाने काम चै नगरै है |,0.0,,,,
kiran,मृतक मरे पछि जे भने पनि भयो कसलाई था हुन्छ र |,0.0,,,,
kiran,"मान हुनेको पो अपमान हुन्छ जस्तो लाग्थ्यो घोर कलिजुग लागेछ चोर , डाका , भ्रष्ट , बलात्कारी लुटेरा , हत्यारा सबैलाई मान दिनु पर्ने दिन आएछ ।",1.0,1.0,,,
kiran,आफ्नो जिन्दगीको लागि please pray .,1.0,1.0,,"[(6, 32, 'physical_threat')]",
kiran,19 - 20 मात्रै हुन साला दलाल हरु ।,1.0,1.0,,,
kiran,"गोकुल बास्कोटाले खुल्लम-खुल्ला हिजो भाषणमा बोले कि ७० करोड होइन , मैले अरबौ-अरब हानेको हो। “ कसैको व्यक्तिगत हानेको हो ” रे ? एकजना अलिक पढेलेखेका एमाले भन्ने पार्टीमा छन भने सम्झाइदिनुस् त्यो कर-दाताको पैसा हो। राज्यको सम्पत्ति हो ! भ्रस्टाचार हो ! फटाहा , गतिछाडा , त्यसपछी गोकुल बस्कोटा !",1.0,1.0,,,
kiran,आधुनिक जमानाको कमाल |,0.0,,,[],
kiran,संगै खाउला भनेकै हो कुकुरको जति इज्जत देनउ अब त्यै कुकुर संग बसेर खाउँ |,1.0,1.0,2022-04-14 11:05:55,"[(51, 56, 'profanity')]",SumanSu79899710
kiran,"बर्ष मात्र फेरिएन , नाबालिकाको बयान पनि फेरियो , बलात्कार भएको हैन भने अर्काको इज्जतको धज्जी किन उडाउनु !",1.0,5.0,2022-04-19 05:58:51,[],Punamkun381256
kiran,यो खाते पुलिस पनि भ्रष्टचार प्रति को समर्थन रहेछ भ्रष्टाचार बिरुद्ध मा उठे का देश भकति ज्ञानेन्द्र लाई फसाएर मार्ना खोजी रहे को छ तर यो खाते भेटीयो भने यस लाई मारी दिनु पर्छ ।,1.0,1.0,,,
kiran,"| अरू देशका प्रधानमन्त्री हरेक मिनेट कोरोनाबाट जनतालाई कसरी बचाउने भनेर लागिरहेछन्। मेरो देशका प्रधानमन्त्री कहिले अरूको घर कसरी भाँड्ने , कहिले आफ्नै घरमा आगो लगाई अरूलाई सिध्याएर आफूचाहिँ कसरी बाँच्ने भनेर दुई-तिहाई समय खर्च गरिरहेका छन्। रिठ्ठाको बोट रोपेर कहाँ फल्छ र कागति !",1.0,1.0,,,
kiran,त्यस्ता चरित्र भएका लाई अवसरवादी भनिन्छ १५वर्ष आफू प्रमुख भएर उसलाई पुग्यो तर अरू वाट संचालित दलाल हरु लाई आजीवन नेतृत्व दिएपनि कै गर्दैनन् अरु कै लागि गोठालो बस्दिन्छन यी तीनै मध्य का हुन |,1.0,1.0,,,
kiran,"पराजय भएपनि लाज पचाएर बस्ने , हार नस्वीकार्ने , असफलता नमान्ने , कस्तो ज्याद्रो चरित्र हो अर्थमन्त्रीको ! बिधि , थिति , लोकतन्त्र , न्यायमा विश्वास छ भने आत्मालोचना गरेर राजीनामा दिनुस् ! नत्र अग्रगामी भन्ने अधिकार छैन ! - गभर्नर प्रकरण !",0.0,,2022-04-19 18:31:38,"[(12, 27, 'profanity'), (80, 86, 'profanity')]",NirmalPrasai5
kiran,१५ वर्षीया किशोरी बलात्कार गरेको आरोपमा एकजना पक्राउ |,0.0,,2022-04-19 13:33:40,[],NepalPressnp
kiran,वीर्य कहाँ स्खलन गराए ?,0.0,,,[],
kiran,पल्सर चड्ने रहर त्यही आएर पूरा भयो तिम्रो पनि |,0.0,,,"[(16, 41, 'character_assasination')]",
kiran,Bf भए पो मस्किदै बस्न हुन्थ्यो Bf छैन अब pos गर्दै बस्ने हो |,0.0,,,,
kiran,बा लाइ पनि यस्ता कुराहरु बुझाइदिनुस न। देशको जय हुन्छ यस्तो राम्रो कुरो उहालाई बुझाइदिनु भयो भने। पार्टि कार्यलयमा कार्यकर्ताले अपमानित भएर आत्महत्या गरेको इतिहास धेरै पुरानो होइन होला। ।,0.0,,,,
kiran,घरमा आलु को सब्जी बनाउदा गाउँ भरी सुन्ने गरि म खान्न मोटाईन्छ भन्ने पापकी परि क्याफे मा तारेको आलु Tasy भन्दै ठुस्दि रैछे। boyfriend संग मेलो लाजा मेलो बुला भन्दै मस्किदै बसेर् |,0.0,,,,
kiran,येस्ता भालुलाइ बिबाह गर्ने कस्तो नकचरो खाते कुकुर रहेछ |,1.0,1.0,,"[(7, 14, 'profanity'), (33, 49, 'profanity')]",
kiran,कुट्ने मान्छेलाई कागज ले छेक्छ र भन्य ?,0.0,,,[],
kiran,"ए , हो र ? लिन पठाईदिम त ? फेरि कुकुर छन कि घरमा ?",0.0,,2022-04-16 15:58:35,[],kumarjunu
kiran,मिल्दा मा केहि नहुने  नमिले पछि दुनिया नाटक नानि कडा हुन |,0.0,,,[],
kiran,"नेपालको न्यायालय र न्यायाधीश निष्पक्ष फैसला गर्छन् , पीडकले सजाय अनि पिडितले न्याय अनि क्षतिपूर्ति पाउँछ ! हामीले न्यायालय र न्यायाधीशलाई विश्वास गर्न पर्छ ! यत्ति भनेर पिच्च थुकेर , ऊ खित्का छोडेर हास्यो नपताए अस्तिको अछामको बलात्कार मुद्दा र काठमाडौंको हिट एण्ड रन हेर्नुस् न |",0.0,,,,
kiran,चिसो बैठक ! घर भाँड्ने जस्तो |,0.0,,,,
kiran,कुटिया तिनीहरुले तलाई देशद्रोहको लागि प्रयोग गर्दैछ्न |,1.0,1.0,,"[(0, 6, 'profanity')]",
kiran,तिमी कता बस्छौ |,0.0,,,[],
kiran,हेर है मार्दिन्छु म तलाइ भम्द्या छु बे निहु न्खोज मार्दिन्छु म |,1.0,1.0,2022-01-26 16:00:48,"[(7, 17, 'physical_threat'), (50, 60, 'physical_threat')]",amrit_lmsl
kiran,"भुईमान भाँडामा , |",0.0,,,[],
kiran,यो भारतीय दलाल कुकुर हरु को हालत देश र जनताको लागि काम गर्ने बेला मा भारतको भतुवा भएर बसेउ अब चुनाव जित्न गारो भो भारतीय दलाल नेपाली कांग्रेस पाटी लाइ |,1.0,1.0,2022-04-17 11:26:27,"[(10, 20, 'profanity'), (121, 125, 'profanity')]",SS14186584
kiran,अव अर्को कति नम्मरको केटोलाइ जेल पुराउने हुन् नै गाँठ भाको। चरित्रहिन केटि  । कानुनको आडमा विकूत्ति भित्र्याइन्। ।,1.0,1.0,,,
kiran,"कस्तो अप्ठ्यारोमा फालिस ए जिन्दगी , सपना र रहरले भर्याङ्ग हाल्छ यथार्थले खुट्टा काटिदिन्छ ।",0.0,,2022-04-05 07:19:10,[],Maunata2870
kiran,काङ्ग्रेस कार्जेकर्ताले आत्महत्या नगरुन् |,0.0,,,,
kiran,यो facebookमा पनि नकली केटीको बिकबिकी रहिछ |,0.0,,,[],
kiran,मकवानपुरको बागमतीमा बालिका बलात्कार गरेको अभियोगमा एकजना पक्राउ |,0.0,,2022-04-19 14:49:52,[],khabarbreak11
kiran,अखिल साँझ |,0.0,,,,
