id	sentences
ipv_294	म तलाई के गर्छु भन्ने कुरा बारेमा मलाई केहि बिस्तारमा जान दे।
ipv_295	मैले तलाई घर देखि निस्केको देखेको थिए। मैले सधै तेरो पिछा गरेको छु।
ipv_296	म तलाई बाधेर, तेरो बलात्कार गर्छु अनि सहन नसक्ने यातना दिन्छु।
ipv_297	म तेरो नम्बर प्रयोग गरि अरुलाई धम्कि भरिको एस.एम.एस. पठाउछु।
ipv_298	तिमीलाई थाहा छ, म तिमीलाई मार्न जादैछु भनेर?
ipv_299	तिमीले मलाई के सोचेको, तिम्रो पिछा गरि तिम्रो घर सम्म आएको थिए।
ipv_300	भगवान कसम म तिमीलाई मार्ने छु र तिमि भाग्न पनि सक्दैनौ।
ipv_301	आफैलाई बकवास लाग्ने तेरो कुरूप थोप्डा, मलाई आशा छ कि तँ केहि कुराले निसासेर मर्छेस।
ipv_302	तँ मलाई शिकार गर्ने नबना किनकि म तँलाई यातना दिनेछु।
ipv_303	तँ हेर्दै जा तातो फलाम तेरो पछाडी हान्दा कस्तो हुन्छ।
ipv_304	तेरो खुसि धेरै बेर सम्म रहने छैन, प्राथना गर तैले अर्को २४ घण्टा देख्न पाउ भनेर।
ipv_305	म बदला लिएर छोड्छु, तँ संग २४ घण्टा मात्र बाकी छ।
ipv_306	म कुर्न सक्दिन, अब यो चक्कुले तेरो घाटि काटी तेरो घाटि निमोठेर तँलाई मार्न।
ipv_307	तेरो जिन्दगि अब सक्यो भालु।
ipv_308	तँ जस्तो कुरूप केटि कोहि छैनन् होला, खुब आफुले आफुलाई विश्व सुन्दरीसंग तुलना गर्दै हिड्छेस |
ipv_309	केटाको जस्तो आवाज भएको केटि तँ संसारकै कुरूप केटि हो |
ipv_310	कुरूप केटि अहिले सुन्दरताको घमण्ड धेरै नगर पछि एक्लै जिन्दगी कटाउनु पर्ला |
ipv_311	आफ्नो अनुहारमा धेरै घमण्ड नगर्, पख एकदिन एसिड हाल्देरा कुरूप बनाइदिन्छु |
ipv_312	तँ जस्तो कुरूप थोपडा न सोप्डा, गवार पागलसंग कुन चै केटीले बिहे गर्छे म पनि हेर्छु |
ipv_313	ए संसारकी सबैभन्दा कुरूप केटि ! तँ भन्दा घिनलाग्दो मान्छे अरु कोहि छैनन् होला |
ipv_314	अनुहार भरि पिम्पल्सले भरिएकी कुरूप केटि, अझै फिल्टर राखेर अनलाइनमा जात्रा देखाउछेस |
ipv_315	तँ जस्तो घमण्डी केटीको मुहार कुरूप पार्दीएरै छाड्छु |
ipv_316	के रुपको घमण्ड गर्छेस, सक्छेस भने तेरो अस्लि कुरूप भाको अनुहारको फोटो राख्न |
ipv_317	जति कुरूप र घिनलाग्दो थोपडा छ नि तेरो त्यो भन्दा घिनलाग्दो त तेरो आत्मा रहेछ |
ipv_318	तँ धर्तिको बोज बन्नु भन्दा आत्महत्या गर्नु ठिक हुन्छ |
ipv_319	धर्तिको बोज बनेर कति बाच्चेस् ए मोटी अलिकति त वेट घटा |
ipv_320	तँ धर्तिको बोज तलाई बच्नी अधिकार छैन, यो जगतमा |
ipv_321	तँ रन्डीकोबान जिउदै छिनाइदिउ, मानिसको खोल ओडेको पशु, धर्तिको बोज तँ बाचेर केहि फाइदा छैन |
ipv_322	तैंले यो दुनियामा कहिले प्रगति गर्न सक्दैनस तँ यो धर्तिको बोज हो |
ipv_323	तेरो जन्म हुनुनै धर्तिको लागि बोज थियो नामर्द |
ipv_324	तँ खाते सडकको भिकारी तैंले आफ्नो औकात बिर्सिस् |
ipv_325	तँ साले गधा नरपिचास काम नलाग्नी धर्तिको बोज हो |
ipv_326	रन्डीको बान, किन मेरो नराम्रो अफुवाहरु फैलाउछस त मुजी |
ipv_327	म तेरो जिन्दगि नर्ग बनाएर छोड्छु।
ipv_328	जब सम्म मलाई कोहि आएर छुटाउदैन, तब सम्म म तँलाई पिटी राख्ने छु।
ipv_329	अर्को चोटी तँलाई कहिं देखें भने तेरो आत्मा काम्ने गरि तँलाई पिट्छु।
ipv_330	तँलाई झुन्ड़ाई झुन्ड़ाई हानेर मार्छु।
ipv_331	डोरीले तेरो घाटीमा कसेर बान्नेछु, जब सम्म तेरो टाउको र शरिर छुटिदैन।
ipv_332	गहिरो र ठुलो खाल्डो खनेको छु तलाई जिउदै गाड्न।
ipv_333	म आशा गर्छु तँ र तेरो परिवारको दुर्घटनामा मृत्यु होस्।
ipv_334	तँ भालु चाँडै नै मर्नु पर्छ।
ipv_335	तेरो हरेक औलाको नंगहरु च्याति, चुडाल्ने छु।
ipv_336	म तँलाई जसरि भएपनि खोजेरै छाड्छु भालु।
ipv_337	म तेरो हत्या गरि तेरो शरीरलाई घिसार्दै बजार डुलाउने छु।
ipv_338	आफ्नो जिन्दगीको लागि प्राथना गर किनकि तेरो मर्ने बेला आउदैछ।
ipv_339	पिटेर तँलाई बेहोस बनाई तेरो अपहरण गर्छु।
ipv_340	अँध्यारो कोठामा तँलाई उल्टो झुन्ड़ाई मार्छु।
ipv_341	म तँलाई पिटेर, तेरो मुख जस्तो तेरो आत्मालाई नराम्रो बनाउछु।
ipv_342	म तलाई नर्गमा पुराउने छु र बिस्तारै तेरो परिवारलाई तँ संग पुराउने छु।
ipv_343	तलाई मार्ने मैले पहिले देखिनै योजना बनाको छु।
ipv_344	तैंले बिर्सिन नसक्न्ने गरि तेरो परिवारको दुर्घटना हुनेछ।
ipv_345	मेरो नाङ्गो हातले तेरो घाटी थिचेर मार्छु।
ipv_346	तेरो घाटी काटेर तेरो घरमा आमालाई पठाउने छु।
ipv_347	म तिमीलाई सार्वजनिक रुपमा प्राणदण्ड दिने छु।
ipv_348	म तलाई खोजेर भए पनि हानि पुराउने छु जुन तैले सोच्न पनि सक्दैनस।
ipv_349	प्राथना गर्छु भगवानसंग कसैले तेरो टाउको उद्दने गरि गोलि हानोस्।
ipv_350	तेरो शरीरमा जति पनि प्वालहरु छन् सबै मेरो पिसाबले भरि दिन्छु।
ipv_351	तिमी त एकदम घिन लाग्दो मान्छे रैछौ। आशा गर्छु तिमीलाई कसैले मारिदियोस।
ipv_352	तँ बेस्या आइमाई मसंग सन्तुष्ट नभएर लोग्ने फेर्दै हिड्छेस अझ अरुलाई अर्तिबुद्धि दिदो रहेछे ए |
ipv_353	तेरो मुख च्यातेर सिलाईदिउला दम छ भने प्रत्यक्ष मलाई भन्, कुरा काट्दै हुने नहुने कुराहरु पोष्ट गर्ने होइन |
ipv_354	तँ मर्द भएर बेस्या आइमाई जस्तो बाह्र सत्ताइस कुरा चपाउदै हिड्ने होइन बुझिस् |
ipv_355	म बिदेशमा हुदा हुदै मेरै कमाइ खर्चेर नाठो पाल्ने आइमाई त बेस्या हो, समाजको कलंक हो |
ipv_356	तँ बेस्या आइमाई जसले जे भन्छ तेस्कै पछि मसक्क मस्किदै हिड्ने लाज पचेकी नकचरी |
ipv_357	संसारमा यस्ता बेस्या आइमाई नि हुने रैछन् अर्काको पोइलाई फसाएर घर घरमा गएर बेचिने थुक्क ! आइमाईको नामकी कलंक !
ipv_358	साला बेस्या आइमाई जे पायो तेही बोल्छेस |
ipv_359	हिजडा जस्तो आइमाई ! बेस्या जस्तो नकचरी मेरो निजि जिबनमा किन हस्तछेप गर्छेस |
ipv_360	दुई कौडीको औकात नभएको त अझ बढी बोल्छेस |
ipv_361	तँ बेस्या दिमाग, इज्जत नभएकी आइमाई रहिछेस |
ipv_362	लाजश्रम पचेकी बेस्या जंगली आइमाई तँ जस्तो घिनलाग्दो आइमाई केहि काम छैन मलाई |
ipv_363	रन्डी आइमाई गएर रत्नपार्कमा बस् फ्रीमा यौन सम्पर्क गर्न पाउछेस भालु |
ipv_364	दुनियासंग सुतेर पैसा कमाउने आइमाई, म बिदेशमा छु कसैले थाहा पाउदैनन् भन्नि सोच्छेस होला तर मलाई सब थाहा छ की तँ रन्डी हो |
ipv_365	यो नकचरी आइमाईले गर्दा मेरो जिन्दगी नै बेहाल भैसको |
ipv_366	नकचरी आइमाई तेरो माइतीको धेरै धाक नलगा मेरो परिवार बिगार्नु पर्दैन जहाँ जानी हो गए हुन्छ |
ipv_367	तँ जस्तो आइमाईले समाज नै दुर्गन्धै बनाउछन्, संस्कारमा हिड्न नसक्ने आइमाई |
ipv_368	थोरै भएनी मानवता सिक पहिला, चुथ्थी नकचरी केटि |
ipv_369	जिन्दगीमा कस्तो अलक्षिनि केटीसंग माया लाउन पुगेछु तँ जस्तो चरित्रहिन त कोहि छैनन् होला |
ipv_370	मेरो स्वर्ग जस्तो घर भाडिस तँ अलक्षिनिले मेरो जिन्दगीनै डामाडोल बनाइदिस् |
ipv_371	तैले त छेपारो जस्तै रंग फेर्दो रहेछस, अब म तँ जस्तो खाते केटासंग सम्बन्ध राख्दिन |
ipv_372	साले खाते तैले हाम्रो पबित्र नातालाई खराब बनाईस् तैले त मेरो शरीरसँग मात्र माया गरेको रहेछस |
ipv_373	तँ गोबर गणेश तेरो दिमागमा गु भरीएको छ कि के, भनेको केहि बुझ्दैन् |
ipv_374	रन्डीको छोरा अझै अरु केटिसंग बोल्छेस, भनेको मान्दैनस् है नकचरो |
ipv_375	तेरो त अनुहार हेर्दा नि मान्छे तर्सेला जस्तो छ, हाडी भन्दा नि कालो छ्या |
ipv_376	ए रन्डी एक घन्टाको कति लिन्छेस ए, पैसामा बिकेकी बेस्या |
ipv_377	तँलाई बिहे गर्नु भन्दा त बरु बम्बईको कोठिकी बेस्यलाई बिहे गर्दा वेस हुन्थ्यो, कस्तो भालु आइमाईसंग बिहे गरेछु |
ipv_378	तँ जस्तो गधा केटा संग बिहे गरेर मेरो आफ्नो जिन्दगी बर्बाद भयो |
ipv_379	मर्न नसकेकी फ्यौरी तैले आफ्नो अनुहार हेरिछेस खाली बियरको पुरानो बोतल जस्ती |
ipv_380	मेरो बुडा जस्तो खत्तम, ट्यापे, सुकुल गुन्डा, काम नलाग्ने मान्छे अरु कोहि छैनन् होला |
ipv_381	तँ त कस्तो खत्तम केटि रहिछेस, केटि भएर नि गाजा खादै केटा हल्लाउदै हिड्छेस, खातिनी केटि |
ipv_382	ओइ फोहोरी केटि, हिजो कुन चै केटा संग घुम्दै थिस |
ipv_383	तँ कुकुरै रैछेस थुक्क साला हुतियार बज्या, जति सम्झाउदा नि लाग्दैन है तलाई |
ipv_384	तँ रन्डी धेरै नबोल नामर्द भन्छेस् मलाई, तँ बेस्या होस् बुझिस् |
ipv_385	तँ साले कुकुर आफ्नो घर भत्काएर अरुको घर बनाउछु भन्दै हिडछस्, थुक्क मुजि साले |
ipv_386	मिडियामा गएर जे पायो तेही कुरा नगर रन्डी मेरो हातबाट भेट्लिस नि |
ipv_387	कुच्चेको टिनको जस्तो थोपडा भएकी आइमाई |
ipv_388	तँ जाठी पोइ बिदेशमा हुदा यता बोका केटासंग नारिएर हिड्नेले ठुला कुरा गर्छेस |
ipv_389	खुब पोइको आखा छली छली बोका लुकाउदै हिड्छस् होइन बेस्या रन्डी |
ipv_390	बसिरहेको घर बिगार्ने जो कसैको पतिमा आखा लाउने तँ राक्षस्नि आइमाई, मेरो घर त बिगारिस अरुको नबिगार |
ipv_391	तँ जस्तो राक्षस्नि केटि त मेरो दुस्मनलाई नि नपरोस् |
ipv_392	थुक्क, रन्डीको छोरि तेरो अझै बुद्धि पलाएको छैन |
ipv_393	तँ जस्तो बेस्याको भरोसा कसरी गर्ने जो आफ्नो आमाबाउको त हुन सकिनस् |
ipv_394	चोर, साला, भाते, रन्डीको छोरा मेरो बारेमा चाहिनी नचाहिनी कुरा अरुलाई म्यासेज गर्छस |
ipv_395	तँ मुजी आइमाई ठग्ने, दुनियालाई कथा सुनाउदै बस्छेस, बडी बकबक नगर |
ipv_396	थुक्क मुजी साले कुरै नबुजी काग झै कराउछस् |
ipv_397	हेर कुकुर्नी मैले भनेको मानिनस् भने तँ र तेरो परिवार सबैलाई नराम्रो हुन्छ अहिल्यै सम्झाको छु बुझिस् |
ipv_398	तँ रखेल आइमाई कै कारण मेरो घर तहसनहस भयो |
ipv_399	तँ रन्डी पैसाको लागि जोसंग नि सुत्छेस् हैन |
ipv_400	राँडिको छोरा दुई कौडीको इज्जत नभएको खाते अझ बढी बोल्छेस |
ipv_401	विदेश गाको पोइ छोडेर तँ जस्ता इज्जत नभएका राँडि फुड़ी मात्र पोइला जान्छन् |
ipv_402	जमाना चाहे जति नै अगाडी बढोस् तर तँ जस्तो क्लब धाउने केटि चै मलाई गतिछाडा नै लाग्छन् |
ipv_403	के बिहेको कुरा गर्छेस, तँ जस्तो गतिछाडा केटी हाम्रो घरमा भित्रिय घरनै बिग्रिन्छ |
ipv_404	तँ जस्तालाई मोर्डन हुनु भन्दैनन्, गतिछाडा केटि भन्छन् |
ipv_405	थुइका ! कति गतिछाडा रैछेस तँ बेशरम केटि |
ipv_406	लौ गरिखा गतिछाडा आइमाई आफ्नो शरीर बेचेर पैसा कमाएर |
ipv_407	तँ गतिछाडा आइमाईलाई सबक सिकाउनु पर्नी भएको हो |
ipv_408	गतिछाडा आइमाई तँ जस्तो केटीले गरेर आज सम्पूर्ण नारी जातको बेज्जत भइरहेको छ, धिकार छ तँलाई |
ipv_409	गतिछाडा आइमाई आज फेरी अर्कै केटासंग थिइस होइन तेरो अनुहार देखेनी प्रेसर बढेर आउछ मेरो |
ipv_410	तिमीजतिको गतिछाडा आइमाई आजसम्म देख्याथेन |
ipv_411	यस्तो गतिछाडा आइमाई कसरी झेलेर बसे होला मैले, तँ कुकुर्नी काम नलाग्ने चोथाले नैतिकताहिन आइमाई |
ipv_412	नारी भनेको त द्रौपती, सिता जस्ता पो हुनुपर्छ त, तँ जस्ता गतिछाडा आइमाई त ठमेलको बारमा आफैलाई बेच्ने बेस्या पनि हुन्छन् नि |
ipv_413	तँ जस्ता गतिछाडा संस्कार नभएकी नकचरी कुकुर्नी त कहिले देख्न नपरोस् |
ipv_414	गतिछाडा आइमाई ! के नाटक हो यो ? तेरो भन्दा त बरु पशुको इज्जत हुन्छ होला |
ipv_415	तँ बढी नबोल पोथी बासेको ठिक हुँदैन बुझिस् |
ipv_416	थुक्क ! जाठी तेरो केहि गर्नी ढङ्ग छैन है, खाएर मोजमस्ती मात्र गरेर बस् |
ipv_417	तँ जाठी केटि आफ्नै बुद्धि नभएर दु:ख पाएकी होस् अझै भनेको नमान् न |
ipv_418	लुगा लगाउने केहि ढंग छैन है तेरो, पाखे केटि |
ipv_419	कहिले खान र घुम्न नपाएर मेरो पछि लागेकी पाखे केटि अरु नपाएर मेरो पछि लागेकी रैछेस रन्डी |
ipv_420	पाखे केटि तेरो जस्तो वाइयात फेसन सेन्स भएका कोहि हुदैनन् होला |
ipv_421	जसलाई पायो उसैसंग नारिएर भेटघाटमा तम्सि हाल्ने तँ जस्ता केटि संस्कारमा चुकेका गतिछाडा नै मानिन्छ |
ipv_422	खाली ताइ न तुइका हावा र बेइजति कुरामात्र पोष्ट गर्छस |
ipv_423	चुप लाग नखर्मौली गतिछाडा केटि |
ipv_424	यो अनुहार नपरेको तँ जस्तो छाडा केटि मेरो फेला किन पर्नु परेको होला |
ipv_425	तँ कति छाडा भएकी जे पनि लेख्छेस पोष्ट गर्छेस अलिकति लाज छैन |
ipv_426	कति छाडा केटि हो के तँ ? सामाजिक संजालमा लेख्ने बोल्ने सोमत हेरन यसको.....|
ipv_427	तँ पात्तकीलाई पाता कसेर कुट्नु पर्ने, अझ छाडा हुदै नभएका कुरा गर्छस |
ipv_428	जा गएर मर, तँलाई भेटेर पछुतो भयो।
ipv_429	उम्लेको तातो पानि तेरो टाउकोबाट खनाई दिन्छु।
ipv_430	तिमी कति कुरुप छौ, ठ्याक्कै तिम्रो आमा जस्तै।
ipv_431	तैंले आज मृत्यु देख्ने छस्, आफ्नै।
ipv_432	भालु तँ अझै बाचेको छस्? आत्माहत्या गरिनस।
ipv_433	तैंले यो शहर छाडेर कतै जान सक्दैनस किनकी मैले मेरो साथीहरुलाई तँलाई मार्नको लागि पैसा दिएको छु।
ipv_434	म तिमीलाई मारे पछी मात्र मर्ने छु।
ipv_435	तैंले सोच्न पनि सक्दैनस मैले तँलाई के गर्न सक्छु भनेर।
ipv_436	तँलाई मार्दा तेरो रगत बगेको हेर्न चाहन्छु।
ipv_437	म तँलाई गोलि हानेर मार्ने छु।
ipv_438	तेरो बलात्कार गरि तँलाई दास बनाउने छु।
ipv_439	तिनीहरुले तँलाई बलात्कार गरेर तेरो शरीरलाई समुन्द्रमा फाल्ने छन्।
ipv_440	तैंले थाहा पनि पाउदैनस, तेरो गाडीको ब्रेक फेल गर्दिने छु।
ipv_441	म चाहन्छु तँलाई क्यान्सर होस् किनकि म हेर्न चाहन्छु तेरो शरीरले तँलाई खाइरहेको।
ipv_442	घिन लाग्दो आइमाई, भालु, तँ एउटा मासुको टुक्रा मात्र हो ।
ipv_443	आशा गर्दछु तैंले आफ्नो मुखमा गोलि खानेछेस।
ipv_444	तिमी त एकदम बेकारको मान्छे रैछौ।
ipv_445	आशा गर्छु तँ र तेरो परिवार दुर्घटनामा परेर मृत्यु होस् र दुर्घटना पनि हुनेछ।
ipv_446	म एकदम तयार छु तँलाई यातना दिएर मार्न।
ipv_447	मैले तिम्रो अकाउन्ट ह्याक गरि तिम्रो सबै साथिहरुलाई मेसेज पठाए।
ipv_448	म तँलाई, तेरो परिवारलाई मार्ने छु, अनि तेसपछी म आफ्नो ज्यान लिनेछु।
ipv_449	म तँलाई समय दिने छु पैसा जम्मा गर्नको लागि तर पैसा पाएन भने तेरो सबै भिडियोहरु सामाजिक संजालमा हालिदिन्छु।
ipv_450	म तेरो पिछा गर्ने छु, भोलि बाट सधै।
ipv_451	तेरो ब्यांक अकाउन्ट ह्याक गरि चलाउने छु।
ipv_452	तेरो जिन्दगि मेरो हातमा छ रन्डी।
ipv_453	ओइ कुतिया, हरामी, म तेरो बलात्कार गर्ने छु।
ipv_454	तँ जता घर सरेको छस्, म पनि तेतै सरेको छु। तँलाई मर्ने छु र तेरो जन्मिन नपाएको बच्चाले पनि केहि गर्न सक्दैन।
ipv_455	म मेरो गाडीको दुर्घटना जानी जानी तेरो घरमा गर्ने छु र तँलाई हानि पुराउने छु।
ipv_456	म तेरो जिन्दगि र तेरो बच्चाको जिन्दगि बर्बाद गर्दिने छु।
ipv_457	म तँलाई पिटेर तेरो सबै सम्पतिहरु मेरो नाममा गराउने छु र तँ खाली हात आफ्नो आमाको घर जाने छेस्।
ipv_458	तँलाई कसैलेनि आफ्नो वरपर आएको राम्रो मान्दैन, आफुले आफैलाई मार बरु।
ipv_459	तिमी त कस्तो दुखि र दयेनिये रैछौ, साचिकैमा भन्नु पर्दा तिमी आत्माहत्या गर र कसैलेनी तिम्रो मतलब गर्ने वाला छैन।
ipv_460	तँ एक मुर्ख होस्, धर्तिको बोज होस् तँ।
ipv_461	म तेरो अपहरण गरि बलात्कार गर्ने छु, तेसपछी तैंले मलाई बिहे गर्नै पर्छ।
ipv_462	तेरो मुखले नै भनि रहेको छ कि तँ एक रन्डी होस् भनेर।
ipv_463	छक्का जस्तो नाचेर भिडियो हाल सार्वजनिक संजालहरुमा रन्डी।
ipv_464	आशा गर्छु तँलाई कोभिड-१९ लागोस र तेरो ज्यान लियोस।
ipv_465	तैंले सोच्न पनि सक्दैनस होला, म तेसरी तँलाई यातना दि दि मार्ने छु।
ipv_466	तिमी त एक घृणित मान्छे हौ, त्यो भन्दा केहि होइन तिमी।
ipv_467	तेरो रगत बग्ने गरि पिट्ने छु र सास फेर्न नदिई मार्ने छु।
ipv_468	तँलाई थाहा छ रन्डी? मैले पत्ता लगाए तँ काहा बसछस् भनेर।
ipv_469	म तेरो घर अगाडी आएको छु बन्दुक लिएर तँलाई मार्न।
ipv_470	मलाई मेरो वास्ता छैन तर तँलाई म छाड्दिन।
ipv_471	मैले यो समयमा मजाक गरेको होइन, तैंले पैसा दिएनस भने तेरो ज्यान लाने छु र तेरो परिवारको अपहरण गर्ने छु।
ipv_472	केस गरेर केहि हुने वाला छैन भालु, म तँलाई मारेरै छोड्छु।
ipv_473	माफी मागेर केहि हुने वाला छैन, बकवास रन्डी।
ipv_474	देखिस यो तस्बिर? मेरो बिरुद्द केहि चाल चलाएको थाहा पाए भने भाइरल हुन्छस।
ipv_475	मैले छानबिन गरि सके तेरो परिवार कहाँ बस्छ भनेर।
ipv_476	तिमीले मेरो बेवास्ता गरेको होइन त? रोक म के गर्न सक्छु भन्ने समयले बताउछ।
ipv_477	म संग कुरा गर्नु पर्दैन। तेरो जिन्दगि सकियो अब किनकि मैले योजना बनाइ रहेको छु तँलाई मार्न।
ipv_478	घिन लाग्दो मान्छे, म तँलाई घृणा गर्छु।
ipv_479	मैले भनेको थिए तँलाई, तँ दुइ चोटी मर्छस भनेर, एक चोटी त मरिसकिस, तेरो आत्मा मरिसक्यो अब शरीर मात्र मर्न बाकि छ र त्यो चाहि म मार्छु।
ipv_480	तँ साला भालु, बिग्रेकी आइमाई।
ipv_481	कसैले नजानेको तैंले जानेकी रहिछेस जाबो केहि पैसाको लोभमा अरुलाई गाली गर्दै हिड्ने तँ जस्तो गतिछाडा आइमाई को के कुरा सुन्नु |
ipv_482	तैंले मेरो जिन्दगि बर्बाद गर्दिस, कामना गर्छु तैंले सफलता कहिले नपावोस। राछेस्नी, रन्डी ।
ipv_483	खाते साला तैंले मेरो मन धेरै नै दुखाको छस्, म तँलाई धेरै नै यातना दिने छु।
ipv_484	तँ र तेरो परिवारलाई म बिस्तारै मार्दै जान्छु।
ipv_485	तँ र तेरो परिवारलाई मार्ने योजना मैले पहिला देखिनै बनाउदै आएको छु।
ipv_486	तपाईंको दुर्भाग्यपूर्ण घटना हुने वाला छ र त्यो दुर्घटना म गर्ने छु।
ipv_487	तिमीले यस्तो कामहरु गरेउ भने हात उठाउने छु र तिमी पछुताउने छौ।
ipv_488	तँ एकदम मोटि र नराम्री रैछस।
ipv_489	यस्तो कुरूप थोप्डा लिएर बाच्ने तँलाई कुनै अधिकार छैन।
ipv_490	काट आफुलाई, जसरी अहिले सम्म आफुलाई काट्दै आईरहेको छस्। अर्काको ध्यान आफूतिर तान्ने आइमाई।
ipv_491	तिमीलाई कसैलेनी राम्रो मान्दैन, जाउ बरु आफैले आत्माहत्या गर।
ipv_492	यो नसोच कि तिमी एकदम राम्रो छौ, के गर्ने सबैले तिमीलाई नराम्रो मान्छ।
ipv_493	तिमी कति कुरूप हो, भनेको मान्छौ भने यो संसार छाडेर जाउ बरु।
ipv_494	म तेरो घर राती पस्ने छु र तँलाई यातना दिने छु।
ipv_495	म चाहन्छु तँ नर्ग जानु पर्छ र शैतानसंग तेरो भेट होस्।
ipv_496	तेरो र मेरो युद्ध सुरु भयो, हेर्दै जा म तँलाई कति सम्मको यातना दिन सक्छु भन्ने।
ipv_497	तँलाई मार्ने कुनै ठुलो कुरा होइन, हेर्दै जा तेरो मृत्यु येही महिनामा हुन्छ।
ipv_498	हेर्दै जा मुजी, तँ मर्ने छस् गधा।
ipv_499	जिन्दगीमा अनुभव नगरेको डर लाग्दो घटना तैले अनुभव गर्ने छस् र सधै तलाई तेही कुराले सताउने छ।
ipv_500	मलाइ तिमि देखि पुग्यो, तिम्रो शरीर चकनाचुर गरिदिन्छु र भाचिदिन्छु।
ipv_501	म तेरो सेक्स भिडियो तेरो आमा, बुवालाई पठाउने छु र तेरो जिन्दगि बर्बाद गर्ने छु।
ipv_502	तैले मेरो महँगो सामानहरु फिर्ता गरिनस भने तेरो अस्लिल भिडीयोहरु सार्वजनिक गरिदिन्छु।
ipv_503	मलाइ थाहा दिन्छस कि तेरो केहि प्यारा भिडियोहरु सार्बजनिक गरिदिउ।
ipv_504	तेरो भिडियोहरु सधै इन्टरनेटमा रहिरहने छ र जसले तेरो नाम खोज्छ, तेरो भिडियो भेटाउने छ।
ipv_505	तिमि जस्तो छाडा आइमाई आजसम्म पनि देखेको छैन, कति बोल्न सकेको |
ipv_506	तँ छाडा आइमाईले मेरो घर त नर्क नै बनाएर छाडिस् |
ipv_507	कसैले नजानेको तैले जानेकी रहिछेस जाबो केहि पैसाको लोभमा अरुलाई गाली गर्दै हिड्ने तँ जस्तो गतिछाडा आइमाई को के कुरा सुन्नु |
ipv_508	तँ दोचारे छाडा केटि, मसंग एउटा कुरा गर्छेस अनि अरुलाई नया कुरा सुनाउदै हिड्छस् |
ipv_509	ए कुरौटे केटि कति कुरा गर्छेस ह केटाहरुसंग लाज सरम लाग्दैन |
ipv_510	तँ आलु जस्ती केटि मेरै साथीहरुलाई मेरो बारेमा नराम्रा कुराहरु गर्दै हिड्छस |
ipv_511	केटीहरुको पेटमा कुरा रहदैन भन्थे हो रहेछ, तलाई मैले हाम्रो बारेमा कसैलाई नभन भनेको होइन कुरौटे |
ipv_512	ओइ खाते कुरौटे यसरी खुलेआम केटीको अस्मिता माथि बयान गर्न लाज छैन तलाई ?
ipv_513	तँ कुरौटे मेरो जासुसी गर्दै हिड्ने छाडा आइमाई |
ipv_514	बडी नबोल् त्या ! कुरौटे केटि |
ipv_515	आइमाई जातै कुरौटे, कुरा नकाटी खाको नि नपच्नी रहेछ तँ जाठीलाई |
ipv_516	कुरौटे आइमाई तलाई जोसंग नि चिप्लो घसेर बेसारे बन्नुपर्छ |
ipv_517	कुरौटे, धुपौरे, चरित्रहीन आइमाई यताको कुरा उता पुराउदै गाउँभरि कुरा काट्दै हिड्छेस |
ipv_518	बिस्वास गरेर तलाई मेरो गोप्य कुराहरु भनेको थिए तँ कुरौटेले सबैलाई भनिस् ! धोकेबाज केटि |
ipv_519	मुर्ख, कुरौटे आइमाई तेरो भर परेर मैले गल्ति गरे, तैले मलाई डूबाएरै छाडिस |
ipv_520	मेरो घरको सम्बन्धलाई दोस देखाइस् नाठो खेलौनी घर भाड्नि आइमाई |
ipv_521	अलक्षिनि तैले मेरो घर भाड़ेर के पाउछेस ह |
ipv_522	तैले मलाई छोडिस भन्दैमा अरुको पनि घर भाड्दै नहिड रन्डी |
ipv_523	माइत गए घरका कुरा लगाउने घर आए छिमेकिका कुरा सुनेर घर भाड्ने तँ जस्ता नालायक राक्षिस्नि धर्तीको लागि बोज हो |
ipv_524	तँ बेस्या आइमाई अरुको घर भाड्ने बानी लागेकिलाई आफ्नै घर भाडिएको पनि थाहा पाहिनस् |
ipv_525	तँ जस्ता घर भाड्ने केटी लक्ष्मी नभएर दैत्य हुन् |
ipv_526	किचकंडी, चुडेल्नि, कमिनी मेरो जिबनमा जासुसी गर्छेस |
ipv_527	कमिनी अझै बोल्दिनस्, भेटम्न तलाई मैले जानेको छु तलाई ठिक पार्न |
ipv_528	तैले नखरा पनि कति जानेकी हो के नौटंकी कमिनी |
ipv_529	तँ जस्तो घमण्ड भरिएकी चोथाले आइमाईको एतित्युदलाई स्याहार -सुसार गर्छु भन्ठानेकी होलिस ? न माउ तिर की न बाउ तिर की तँ.....
ipv_530	तेरो थुतुनो बन्द गराउन क्यार्न पर्नी हो, जतिबेला नि भुक्न थाल्छेस्, चोथाले |
ipv_531	तँ जस्ता चोथाले भएसी घर त सोर्है आना भाडिने रैछ |
ipv_532	धेरै मुख चलाउछेस चोथाले कही कसैले नजानेका कुरा गर्न जानिछस |
ipv_533	गतिछाडा, चोथाले पागल आइमाई धेरै बकबक गर्नी होइन |
ipv_534	घर भडुवाइ आइमाई आफ्नो घर त बिगारिस अब मलाई त आरामले बाच्न दे |
ipv_535	पासवोर्ड किन फेरेको, खै नया पासवोर्ड मलाइ पठाउ।
ipv_536	म मेरो महँगो सामानहरु फिर्ता चाहान्छु नत्र तेरो तस्बिर र भिडियोहरु सार्बजनिक गर्दिन्छु।
