id	sentences
non_ipv_467	सुरेन्द्र केसी ठिक हो तर धमला को फुर्याई केसि को ।
non_ipv_468	यो मुला सोम पाणे पानी माथि को वोभानो बन्छ अनि काङ्ग्रेस को फ्यारो नि उस्तै ।
non_ipv_469	रबि सर यी राजनीतिकनेता भनाैदा कुकुर हरु कैले सुध्रिने वाला छैनन् ?
non_ipv_470	पुलिस को देखाउने दात एउटा र चपाउने दात एउटा छ ।
non_ipv_471	यो आईमे लाई केही थाछैन हौ पद मा मात्रै बसे को हो घास हरु ।
non_ipv_472	सामान्य ब्यक्तिलाइ गोलि चल्यो भन्दै मा पो भन्छ त यो पुलिस् ।
non_ipv_473	पत्रकार सङ्ग झोक चलेर आयो ।
non_ipv_474	दिल निशानी साच्चै पागल भए को रहेछ ।
non_ipv_475	तिमी हरु को थुतुनो बेसरी चल्ने अनि व्यवहार घटिया गर्ने कारण ले नै देश पछि परे को जगजाहेर छ ।
non_ipv_476	राम बहादुर गुरु सुरु होइन ।
non_ipv_477	गल्ती धाकछोप गर्न खोजी राखे को छ ।
non_ipv_478	यो सावित्री पैसा को पछाडी भाग्ने आइमाई हो ️ ️ ।
non_ipv_479	५० लाख विदेश मा बस्ने नेपाली लाई गाली गर्ने सावित्री सुवेदी फेक हो ।
non_ipv_480	बिचरा चीन को राश्ट्रपती नेपाल सबै तिर यतिकओ राम्रो रहेछ भनेर भ्रम मा पर्यो होला ।
non_ipv_481	यी सब देस का धुकुटी रिथ्याउने जुगा हरु ।
non_ipv_482	जेल को चिसो हावा खुलाउनै पर्छ ।
non_ipv_483	लाज छैन अझै तेत्रो मान्छे लाई कार्बही गरे को छ यो सरकार ले ।
non_ipv_484	बलात्कारि लाई खोर मा कोच्नु पर्छ जस् ले जे भने नि ✊✊✊✊✊ ।
non_ipv_485	यो सोम प्रसात पान्दे कुत्ता लाई किन बोला को यस ले जन्ता को हित मा कुरा गरदैन ।
non_ipv_486	जुन उधोगी ले बिल तिर्दैनन सिधै बम हान्दा हुन्छ ।
non_ipv_487	लम्पट स्वार्थी भ्रष्ट नेता ले ।
non_ipv_488	मर्ने बेला मा नि बैँस हालेर बूढो को हत्या गरौर केपि ओलि सँग रमोलिदै राष्टपति भाकि छ नखर्मौलि ।
non_ipv_489	सारै खुसी लाग्यो यथार्थ बोल्नु भयो निर्दोस रबि र उहा को टिम लाई फसाउने ठूलो झुटो जाल हुदैछ !
non_ipv_490	जत्ती सरकार ले मन म्रजी ग्रछ उत्ती मौलाउने छ बिप्लब यो पक्कै हो ।
non_ipv_491	अरिङगाले प्रवृत्ति हो के सरकार लाई प्रस्न त गर्नै नहुने ।
non_ipv_492	डिस लाइक हान्ने हरु माफीया , दलाल , भ्रस्टाचारी , लुटेरा हरु हुन ।
non_ipv_493	पि एक डि को घुम्टो ओडेर राष्ट्रियता नभए का मान्छे को काम छैन ।
non_ipv_494	नेपाल मा ९०% मान्छे ठग्ने पेसा मा आधारित छन ।
non_ipv_495	अझ ठुलो नाइके त उखाने र गुखाने नै हुन ।
non_ipv_496	निर्बाचित नै भए का सांसद पनि धेरैजसो काबिल छैनन् !
non_ipv_497	कहानि मात्रै नछाट झाेले पुण्य ।
non_ipv_498	कांग्रेस भ्रष्ट भयो कम्युनिस्ट हत्यारा राजा नै ठिक छ इ दुई भन्दा ।
non_ipv_499	छि छि छि नेकपा को नेता ।
non_ipv_500	म स्वतन्त्र हुँ तर तम्रा बिरुद्द खेद प्रकट नगर्ने सबै दलाल र भ्रष्ट हुन ।
non_ipv_501	नाके उल्टो उल्टो कुरा गर्छस ।
non_ipv_502	रिसि धमला कामरेड ले केपि अोलि प्रचण्ड लाई यसरी प्रश्न सोध्न नै डराउछन ... .
non_ipv_503	यी सत्ताधारी कथित कम्युनिष्ट चोर लुटेरा खाते हरु लाई कुरा गर्न एक रति लाज लाग्दो रहेनछ ।
non_ipv_504	अब बिप्लब काे पाटि ले पुलिस लाई अाक्रमण गरयाे भने ।
non_ipv_505	डिस लाइक गर्ने १०३ जना दलाल भ्रष्टाचारि घुस्याहा हरु ।
non_ipv_506	यी मुजि झोले पत्रकार हरु लाई गोलि ले भुट्नु पर्छ ।
non_ipv_507	भालु आइमाई चाहिने बेला मा मज्जा ले थाप्ने पछि बलात्कार भन्ने ।
non_ipv_508	नेपाल मा सङ्घियता बिस हो ऋषि जि सहि भन्नु भयो डाक्टर साब ले ।
non_ipv_509	३१८ जना unlike गर्ने हरु को हाट् मा क्यान्सर लागेर कहिले पनि सन्चो नहोस ।
non_ipv_510	कान्तिपुर न्युज भारती दलाल हो त्यस ले प्रसारण गरे को समाचार को कुनै औचित्य लाग्दैन ।
non_ipv_511	म लाई रास्ट्रपति बनाउनुस न अनि के हुन्छ हेर्नुस् , यस्ता लिखे रास्ट्रपति भएर हुन्छ ।
non_ipv_512	याे Dij झुट बाेल्छ ज्ञानेन्द्र शाहि काे बारे मा पनि झुट बालेकाे छ ।
non_ipv_513	यो चिक्नेलाइ कन्डो मा अागो लाऊोन कसै ले ।
non_ipv_514	येस्ता मानब अधिकार कर्मि को काम छइन ... ।
non_ipv_515	राजेश्वरी दाइ को बिचार उत्कृष्ट छ , पुण्य गौतम ले सरकारलाइ धेरै बोक्न जरुरी छैन ।
non_ipv_516	देश को भाइरस पत्रुकार हरु को सुची मा रबिन्द्र पनि पर्छ ।
non_ipv_517	पानी माथी को ओभानो हुन खोज्या छ प्रहरी ले ।
non_ipv_518	कुन घाँस हो प्रश्न सोध्ने दोषि ले न्याए पाउनु पर्छ रे !
non_ipv_519	पहिला पहिला सेटिङ् मा चले को रहेछ अघिल्लो जिएम मुकेश काफ्ले लाई घोक्रेठ्याक लगाउनुपर्छ ।
non_ipv_520	रबि दाई अब सबै भन्दा पहिला त्यो किशोर श्रेस्ठ भन्ने कुकुर लाई नङाउनु पर्यो ।
non_ipv_521	नभए किन ज्ञानेन्द्र शाहि लाई हिरासत मा किन कुटे को त ।
non_ipv_522	Rabi sir हजुर पत्रकार हैन ।
non_ipv_523	पि एच डि गर्ने जति मान्छे को बौदिकता भुस तिघ्रे को जस्तै पो छ त ।
non_ipv_524	थुक्क साले सालि कमेन्टर हरु !
non_ipv_525	हामी जनता भेदा नै हो तपाईं लाई रास्ट्रपति बनायर ।
non_ipv_526	यो पार्टी र उ पार्टी हैन सब चोर हुन भ्रष्ट देश बनाउने कम्युनिस्ट र काङ्ग्रेस नै हुन ।
non_ipv_527	राजा आउ देश बचाउ प्रचन्ड् चोर डाँ का लाई यो देश बाटा भगाऊ ।
non_ipv_528	प्रोफिट को लागि यस्ता अनर्गल शिर्षक राख्न बन्द गरोस् ।
non_ipv_529	मुख्य मन्त्रि हुनु भन्दा पहिला हो भने अड्डा अदालत किन नगा की त बेईजती आईमाई !
non_ipv_530	अब दाेसि लाई हाेईन सावित्री लाई दिनु परछ फासी फासी ☠️☠️☠️ ।
non_ipv_531	प्रस्न यसरी गर्नुस् नेता भनाउदा को पाइनट मै पिसाब आवोश !
non_ipv_532	यस्ता बाट समाज कसरि safe होला ।
non_ipv_533	रबि को सपोटर हरु देखेर सरकार भ्रस्टचारी माफिया र झोले हरु को मुटु थरररर कामिरा को होला ।
non_ipv_534	पित पत्रकारिता गर्ने को नाक को हड्डी भाचिदिने त हो नि ।
non_ipv_535	यो जथाभावी title किन राखनुपर्यो भन्या प्रगती गरे को राम्रो हो ।
non_ipv_536	वाउ भ्रष्टाचारि भए पछि छाेरा हरु लाई इज्जत बचाउन कस्ताे गाराे ।
non_ipv_537	राम्राे गर्ने काे भलाे छैन !
non_ipv_538	538 ओटा दलाल भस्टाचारी आएछन आज यो कारेकरम सूरू हुदॉ छटपटाइ राखे का छन ।
non_ipv_539	नेपाल प्रहरी आधिकारिक गुण्डा हरू को संगठन हो ।
non_ipv_540	थुइक सब का सब भ्रष्ट नेता हरु .. ।
non_ipv_541	तालिम प्राप्त ट्रेनिङ पास छाती मा हान्दा जंगल मा लास ए पुलिस छाती मा गोलि कसरी हुलिस ?
non_ipv_542	यो साला को राम्रो मन होइन ।
non_ipv_543	यो बुदो पनि दोषी हो , सबै नेता हरू दोषी हुन , त्यो भन्दा धेरै दोशी भेडा जन्ता हुन ।
non_ipv_544	यो विधेक मा चोर भ्रस्टचारी बाहुन छेत्री हरु को नेवारी किरात आदिबासी संसृति मास्ने पेल्ने मनसाय छ ।
non_ipv_545	यी भ्रष्ट दलाली अनि माफिया राष्ट्रघाती नेता हरु का दिन गए ।
non_ipv_546	भ्रस्टाचारी लाई कारवाही गर काग्रेस होकि कम्निस्ट नेता होकि कार्यकर्ता वा अन्य कोहि ।
non_ipv_547	सवै भष्ट लाई कानून बनायेर फासि दिनु पर्छ ।
non_ipv_548	आज रबी को स्वागत ले सातो गयो होला ।
non_ipv_549	नेपाल पुलिस चोर हो चोर नेपाल पुलिस निलो रङ को बड्दि् लगाय को गुन्डा हो ।
non_ipv_550	खाते भारत को कुरा गर्छस भारतिय दलाल ।
non_ipv_551	खान नपाए का भिकारी परेछ्न बा की केही नराख्ने भए ?
non_ipv_552	कठैबरा यो घडिचोर कति झुठो बोल्छ यस् का बाउ को नाम लिए पछि ।
non_ipv_553	रत्नपार्क मा ब्यपार गर्ने हैसियत छैन भनेर अाफ्नाे पदकाे मर्यादा नै थाहा छैन तलाइ बाधेर घासहाल्नु पर्ने ।
non_ipv_554	म लाई नेपाल मा राजा चाहिए को छ के अब म नेपाली हाेईन् साला हाेलिवान् काे दलालि बडि नबाेल ।
non_ipv_555	मगन्ते हरू को नक्कली स्वागत ।
non_ipv_556	चोर सहकारी संस्था रहेछ धेरै पीडित देखियो त्यो सहकारी संस्था को स्टाफ लगायत सम्पूर्ण लाई कारबाही होस् ।
non_ipv_557	हैन यो DR Pathak ले , PHd Copy paste गरेर पास गरे रच ।
non_ipv_558	डिसलाइक गर्ने हरू सबै लाई मुर्दाबाद ।
non_ipv_559	सबै चोर हुन अनि जनता धेरै माहाचोर हुन साला दिमाग नभा का जनता को यहि हाल हो हुने ।
non_ipv_560	यो साबितृ सुवेदी लाई कार्बाही हुबु पर्छ कालो मोसो दलेर नेपाल घुमाउनु पर्छ दलर मा बिक्यो ।
non_ipv_561	यदि दोहोरो भिडन्त हो भने किन 2 , 3 ठाउ मा हात भाचिए को छ प्रहरी झुठो बोल्दैछ ।
non_ipv_562	बिजुलि बालेर पैसा तिर्दिन भन्ने देश को धमिरा दलाल हरु लाई मोसो दलेर पाता कसेर देश निकाला गर्नु पर्छ ।
non_ipv_563	थुक्क पैसा मा बिकने सावित्री हीजडा ।
non_ipv_564	ताई न तुइ को प्रश्न , छेउ न टुप्प को प्रश्न पत्रु पत्रकार , , , ।
non_ipv_565	२मुखे साबीत्री यदी नजीक भए ४ झापट हान्थें !
non_ipv_566	ज्यान मार्ने पर्चन्ड अजई मान्छे मार्ने कुरा गरछ ।
non_ipv_567	सत्य सेवा सुरक्षणम आज झुट आक्रमण भक्क्षणम मेरो गणतन्त्र नेपाल ।
non_ipv_568	देस को धमिरा किरा हरु ले देस लाई खोक्रो पारे ।
non_ipv_569	यो आश्रम पैसा खाने ठग हो यस्ता नचाहिय को गफ हान्ने यो देबक ओटा लाई नि रामधुलाइ हानुपर्छ ।
non_ipv_570	नेपाल मा पत्रकार कम पुत्रकारी धेरै छन सलाम मियर ज्युलाइ जय नेपाल ।
non_ipv_571	तिमी पुन्या भाइ कुकुर जस्तै नभुक कम्निस्ट् को नाम् मा क थाहा नभए को कम्निस्ट छौ तिमी हरू ।
non_ipv_572	आखिर सबै पत्रकार एउटै ड्याङ को न परे ।
non_ipv_573	नेता होईन झोले हरु ले गर्दा आज यो देस यो स्थिती मा पुगे को हो ।
non_ipv_574	लालिगुरास सरकारी ले जनता लुट्ने धन्धा खोलेर बसे को रैछ ।
non_ipv_575	डा : जस्तो बिध्वान सङ्ग यो प्रचण्डे को झोले लाई किन राख्या हँ ।
non_ipv_576	नाक काटीदिनु पर्छ नेवार हरु को जती खेर पनि धर्म को कुरा सँग यार देश लाई रितोपार्छ ।
non_ipv_577	यो देश ले दुखद खबर पायकोछ ६0१ भर्सटचारि बाट १ माईनस हार्दिक समेबेदना ।
non_ipv_578	sojha नेपाली हरू लाई आत्याचार गर्ने तिमी हरू को kulat ।
non_ipv_579	भ्रष्टाचारि हरु चलबलाउनु ठिकै हो ?
non_ipv_580	डिआई जि त झुटो बोल्दै छँस ज्ञानेन्द्र शाई लाई तिमि हरु ले मिलेर कुटे को हो ।
non_ipv_581	यो लोकतंत्र होइन लुट तंत्र हो ।
non_ipv_582	लास्ट मा यो सोम पान्डे गधा बोले को सुन्नैमन थीयन झन तेही खाते बोल्यो ।
non_ipv_583	यो खाते रन्डि को छोरा कस्तो मानव अधिकार बादी हो ?
non_ipv_584	प्रहरी प्रशासन को अब काम छैन , ।
non_ipv_585	थुक्क रण्डी के बोल्नु पर्छ के बोल्नु हुदैन भन्ने कुरा पनि थाहाँ छैन ।
non_ipv_586	बाहुनबाद ले आदिबासिलाइ दबाउन खोजिरा को छ ।
non_ipv_587	यो व्यवस्था फेल भए झुण्डिएर मर्छ यो धमला ।
non_ipv_588	न्यूज 24 कायॅक्रम डिसलाइक गनेॅ झोले हरू ठमेल मा अहिले 3 प्याक हान्दै होला ।
non_ipv_589	थुक्क पोखरेल भन्ने माहाभ्रष्ट को कुतर्क ।
non_ipv_590	यो अशिक्षीत को ज्वलन्त ऊदाहारण हो राष्ट्पति को ।
non_ipv_591	थुक्क बिद्यादेबि को बुद्दी ?
non_ipv_592	नं 2 खाते किशोर श्रेष्ठ ।
non_ipv_593	यो पनि केपी को झोले रहेछ ।
non_ipv_594	मलाइ यो सावित्री कुकुर्नी हेर्दा खै किन हो एलर्जी हुन्छ ।
non_ipv_595	यस्तै वाईयात का गफाडी आफू के के न हिरो ठान्छन ।
non_ipv_596	भोलि यो सहकारी मा आगो लाग्ने छ ।
non_ipv_597	नेपाली भेडा हो भनेर तेतिकेय भने को होइन ।
non_ipv_598	थुक्क सोम खाते फेरि जस को अनुहार नहेरौ भने को त्यस लाई ल्याएछ खाली सरकार को बचाउ मात्र गर्छ ।
non_ipv_599	ओय साला पुर्बा अतनकारी परचनडा तँ चोर के भनिस हाम्रो देश का महाराजधिराजलाइ ।
non_ipv_600	सबै तहतब् का मा चोरै चोर भए , ।
non_ipv_601	खुट्टा तान्ने प्रवृत्ती बन्द गर बाहुन हो ।
non_ipv_602	यो मुला पत्रकार त साचै को पागल लै हो किके हो यार ईन्डिया को कुरा पो गर्छ यार ।
non_ipv_603	अब देखी तिमीहरुलाइ भोट दिएछु भने कुकर को बच्चा होला ।
non_ipv_604	यो पुन्ने गौतम भन्ने मानिस एक नम्बर को झोले हो भन्ने कुर याह बाट पुष्टि हुन्छ ।
non_ipv_605	यो पत्रकार हो कि गोठालो ।
non_ipv_606	गाेरू ब्याउदा हास्छन
non_ipv_607	धेरै बिक्रि होस् भन्ने चाहन्छन्
non_ipv_608	सम्बन्धित लाई कारबाही भयको भिडियो पनि छिट्टै हेर्न पाइयोस
non_ipv_609	wow cool government thanks for holiday
non_ipv_610	पहिला सबै तिर राम्रो सँग पिच गरेर त्यसपछी सफा गर्न थाले हुन्छ
non_ipv_611	कृषिलाई ध्यान दिनुपर्छ
non_ipv_612	अब जिन्दगीमा यति अगाडि बढ्छु
non_ipv_613	राम्रो कुरा हो
non_ipv_614	अती सुन्दर प्रयास
non_ipv_615	Front row tira basera film herda first time faida vayo
non_ipv_616	अति उत्तम कार्य
non_ipv_617	चाडै बिकास
non_ipv_618	सायद पुलिस रोनाल्डो को सपोटर रहेछन
non_ipv_619	सरकार सक्छस भने बलत्कारिलाई समातेर देखा  बिचरा तीन लाई किन समातछस
non_ipv_620	सगरमाथा को देश बनोस शुभकामना
non_ipv_621	उनी पनि मेरो लागि भगवान जस्तै थिन
non_ipv_622	Mero bichar ma yo aakdam ramro xa
non_ipv_623	dheari badhai tatha suvakamna xa hai
non_ipv_624	झाक़ासको छ
non_ipv_625	thanks for the songs
non_ipv_626	Nepal bandai xa
non_ipv_627	सुसासनयुक्त
non_ipv_628	अनि प्राविधि उपयोग गर्दा राम्रो
non_ipv_629	अायोजनाका काम दिदा उत्तम हुन्छ
non_ipv_630	टमाटर मँहगो भयो भनेर फेसबूकमा गफ चुट्नुको साटो।बाझो बारीमा कोदालो घुमाएको भए आज यो दिन आउथेन कि"
non_ipv_631	कति गजब हुनि
non_ipv_632	Yo auta ramro example ho, sab le milera pressure dine ho bhane kae hune raicha bhanera.
non_ipv_633	Photo post गरेर भाइरल बनाइदिने नेपाली मिडिया
non_ipv_634	Congratulation Nepal for winning
non_ipv_635	छाेराहरु चिल्ला गाडी चढ्न थाले
non_ipv_636	सामानको चित्त बुझ्दो मूल्य छ
non_ipv_637	trust on online payment.
non_ipv_638	Best nepali movie ever
non_ipv_639	फुटपाथ मा कपडा बेच्ने लाई जरिवाना तोकिन्छ यहाँ कलिला नानिका कपडा च्यात्ने हरु खुलेयाम घुमी रहेका छन
non_ipv_640	project ramro layo
non_ipv_641	thanks for sharing
non_ipv_642	मन भन्दा अगाडि
non_ipv_643	देश को मन सफाइमा
non_ipv_644	सहि हो सहि हो
non_ipv_645	एक युवाको कदमलाइ हज्जारौं युवाहरुले साथ दिदा
non_ipv_646	यो सरकारको बिरोध गरेको हैन
non_ipv_647	एकदमै महान कार्य धन्य छ तिमी लाई
non_ipv_648	यो सामन साइज को छ
non_ipv_649	आफैले रोजगारी दिन सकिन्छ
non_ipv_650	जनैपूणिर्मा,विभिन्न लोसार कृशमस डेको दिन पनि बिदा दिनु पर्यो
non_ipv_651	रक्सी  पिएर बाटोमा सुत्दा नि महिलो नलाग्ने भयो अब रक्सी  पिउन सुरु गरुन्छ
non_ipv_652	सबै यसरी नै पालै पालो सफा गरे सफा हुन्छ सहर
non_ipv_653	पुरस्कारको ब्यबस्था छ
non_ipv_654	yo aakdam ramro xa
non_ipv_655	२/४ जनालाई आफैले रोजगारी दिन सकिन्छ
non_ipv_656	नेपाललाई लिएर जज लाई गाली गर्नु मुर्खता हो
non_ipv_657	बढो घुमायर प्रचार गर्दैछ
non_ipv_658	नेपालको धरती उपज हो
non_ipv_659	अघि live scores app मा देखेको थिये बिस्वास लाग्या थियेन बल्ल बिस्वास लागो
non_ipv_660	पिहिले राम्रो बाटो निर्माण गर्नु
non_ipv_661	पनि यहि छु भेट्ने महानुभाबलाइ उचित पुरस्कारको ब्यबस्था
non_ipv_662	कृपया बाटोमा फोहोर नफाल्दिनुस
non_ipv_663	Humanity over Nationality
non_ipv_664	काम बन्द गर्दा नै राम्रो
non_ipv_665	उत्तम हुन्छ
non_ipv_666	जनैपूणिर्मा,विभिन्न लोसार कृशमस डेको दिन पनि बिदा दिनु पर्यो मेरो सरकार धार्मिक रुपले स्वतन्त्र मुलुकमा सबै धर्मलाइ कदर गरिनु पर्छ मुस्लिमको इद र हिन्दुको दशै तिहारमात्र होइन
non_ipv_667	राम्रो रहेछ
non_ipv_668	गाडीको पछाडी बसेकाहरुको झन ठूलो गल्ती छ देखेर नि न देख्या जस्तो गर्याछन
non_ipv_669	iS LoVE
non_ipv_670	छाती मा हान्न हुदैन थियो
non_ipv_671	आन्दोलन सत्कर्मको लागी गरौ
non_ipv_672	Best nepali movie ever I watched
non_ipv_673	बलियो
non_ipv_674	मुल्य अन्त बजारको भन्दा फरक छैन
non_ipv_675	यो सामन साइज को छ।मैले यसलाई मेरो पतिको लागि खरिद गरेँ किनकि उहाँसँग यो  फोनको तुलनामा ठूलो स्क्रिन छ
non_ipv_676	इलेक्ट्रोनिक मिडिया एक प्रासंगिक र एक खुला स्रोत हो
non_ipv_677	म आफ्नो नौसेना ग्रे सूट संग यो लुगा लगाउदा धेरै प्रशंसा प्राप्त गर्दछु
non_ipv_678	हार्दिक धन्यवाद केशव सर र साहित्य संसारलाई
non_ipv_679	उत्कृष्ट उत्पादन, पर्‍योग गर्न सजिलो छ, ठूला स्क्रिन चलचित्रहरू हेर्न र  पढ्न सजिलो छ
non_ipv_680	एक प्रासंगिक
non_ipv_681	मान्छे सानो सानो कुरामा खुशी हुन हाँस्न जान्नु पर्छ रे
non_ipv_682	सरकारलाई सुझाब हो
non_ipv_683	thank you mahanayak rajesh hamal jiu congratulations kp brother
non_ipv_684	First भैयो आज
non_ipv_685	मनका रहिछ्न
non_ipv_686	आफु आफै मा खुसी रहन
non_ipv_687	त्यसैले अामा-बुबालाई वृद्ध अाश्रम हाेईन घरमै अाफ्नाे साथमा राख्ने गर
non_ipv_688	मलाई खेल खेल्न मन पर्छ
non_ipv_689	Sai ho
non_ipv_690	खेल खेल्न सक्छन् यसको प्रयोग गर्न सजिलो छ
non_ipv_691	Nayalaya lai rajnaitik aguwa haru le sanchalan garnu hudaina
non_ipv_692	तेसैले त तिम्रो नामको पहिले अक्षर मात्र अगाडि राख्न पायको छु।
non_ipv_693	छनौटमा खुशी छु
non_ipv_694	keep you safe.
non_ipv_695	उनीहरूलाई उति नै बढी फाइदा हुन्छ
non_ipv_696	मूल्य प्रति अनुसार राम्रो उत्पादन
non_ipv_697	एक एक ब्यक्तिले गर्दा हो कम्सेकम आफुले प्रयोग गरे पछि कागज गोजिमै राखौ
non_ipv_698	लौ न भगवान करोड पति बनाइदेउ मेरो साथी लाई
non_ipv_699	जसले राम्रो गर्न सक्छ तेस्लाई सम्मान
non_ipv_700	बृद्दा भत्ता दिएर आश्रम पठाईदिने ब्यबस्था गरौ
non_ipv_701	After sunrise and sunset variety babaal hunxa
non_ipv_702	एच.आइ.भी लागेको ब्यक्ती लाई एच.आइ.भी पीडित हैन एच.आइ.भी सङ्क्रमित भन्नु पर्छ भनेर ज्ञान नहुने ले दिएको शुभकामना ले सो ब्यक्ती मा कस्तो असार पर्ला भनेर हेक्का नि किन नराखेको होला ।
non_ipv_703	for winning
non_ipv_704	Yo auta ramro example ho
non_ipv_705	भन रुटिने
non_ipv_706	मलाई के को डर छ
non_ipv_707	मन सफाइमा
non_ipv_708	मवेदना प्रकट गर्दछौं
non_ipv_709	तिमीलाई सधैं अगाडि राखन मन थियो
non_ipv_710	कसैको जन-जीवन उजाडी
non_ipv_711	बा छोरोले साथिहरु को लत मा लागेर नसा गर्छ कि भनेर पनि चिन्ता नलिग है छोरोलाई यो पनि थाह छ कि तिम्ले आफ्नो मुख सुक्दा पनि जाबो एउटा दस  को जुस खादैनौ भन्ने
non_ipv_712	यो ट्याब्लेट ठीक छ
non_ipv_713	सरकारले कृषिलाई ध्यान दिनुपर्छ
non_ipv_714	थाहा हुदाहुदै गल्ति गर्नु हाम्रो दुर्भाग्य हो
non_ipv_715	हजुरहरुले डेलिवर गर्नु भएको समान निकै नै चित्त भुज्ने छ
non_ipv_716	सरकारी टोली सगरमाथा शिखरमा पुगेर उपकरण फिट गर्दैमा तत्कालै उचाइ पत्ता लाग्ने भने होइन । सबै प्रक्रिया टुंग्याएर डाटा प्रोसेसिङ गरि उचाइ निकाल्न अझै कम्तीमा ६ महिना लाग्ने महानिर्देशक जोशीले बताए । जमिनमा गर्ने सर्बेको काम अझै एक दुई महिना लाग्ने उनले बताए । तर सिजनकै बेला सगरमाथा आरोहण गर्नुपर्ने भएकाले शिखरको मापनको काम सकिएको हो ।
non_ipv_717	ल बधाइ छ
non_ipv_718	गर्ने ले सिधेइ गर्छन्
non_ipv_719	खबरदारी गरियोस
non_ipv_720	ah Daju Ramro kaa
non_ipv_721	हास्नु पर्या छ
non_ipv_722	उनीहरूको लागि सस्तो ट्याब्लेट प्रयोग गर्न र सिक्नका लागि सजिलो छ"
non_ipv_723	उत्कृष्ट शैली
non_ipv_724	मृत्युदण्डको सजाय हुदैन
non_ipv_725	पार्टी हरुको आँखा खुल्दैछ
non_ipv_726	Ex ले नि भनोस पर्ख पर्ख मायालु म पनि त आउला
non_ipv_727	Take 10,000 rupess loan from your Girlfriend
non_ipv_728	फुटपाथ मा कपडा बेच्ने लाई जरिवाना तोकिन्छ
non_ipv_729	सार्है दुख लाग्यो मृतकहरु को आत्माले चिर शान्ति पावोस् साथै घाइते भएकाहरुका लागि स्वास्थ्य लाभ कामना तथा सोकाकुल परिवार प्रति समवेदना प्रकट गर्दछौं
non_ipv_730	सफा गरिदिए
non_ipv_731	गाडी हिँड्ने बाटोमा पार्किङ्ग गरेर राखेको उठाउन मिल्छ
non_ipv_732	Best nepali
non_ipv_733	ramro layo
non_ipv_734	पीपी मलाई यो चाहिन्छ
non_ipv_735	साझा गर्नका लागि धन्यवाद
non_ipv_736	इमानदार
non_ipv_737	ाइक पछाडि बस्नेलाई पनि हेलमेट अनिवार्य गरिदैँछ ।
non_ipv_738	मनपराउछन
non_ipv_739	मैले मेरो फायर एचडीलाई 8 दुई हप्तामा गरेको छु र म यो मनपरौछु
non_ipv_740	यो बेमौसमी झरी र मेरो Love एउटै एउटै
non_ipv_741	त्यो नै ठूलो कुरा हो
non_ipv_742	टिकाउ
non_ipv_743	Proud moment for Nepal
non_ipv_744	बल्ल बल्ल हिमाल चढ्न पा हुन  खुशीको साथ जोस जागर चलेर मात्रै हो... नत्र त्यस्तै कुनै ठाउ कालो पत्रे बनाउनु पर्ने भए अल्छी गरेर कति समय लाइदिन्थे
non_ipv_745	सबै भन्दा राम्रो छ
non_ipv_746	साथ दिने सबैलाइ साथै सहयोग सुझावको लागि
non_ipv_747	Thank those who protest
non_ipv_748	नराम्रो काम गर्न अगाडी नसरौ
non_ipv_749	अब जिन्दगीमा यति अगाडि बढ्छु कि Ex ले नि भनोस पर्ख पर्ख मायालु म पनि त आउला
non_ipv_750	पढ् केटा हो
non_ipv_751	बिहे गरेपछि बुढीलाई यति माया गर्छु
non_ipv_752	You are deserving.
non_ipv_753	म पनि अब गएर गाउको फोहोर भेला पारेर फोटो खिचेर पोस्ट गर्नु पर्यो
non_ipv_754	Wow nice post
non_ipv_755	sab le milera pressure dine ho bhane kae hune raicha bhanera.
non_ipv_756	िहे गरेपछि बुढीलाई यति माया गर्छु कि त्यो देखेर ससुराले पनि ज्वाई कान्छि छोरी नि हजुर नै लौजानुस भनोस्
non_ipv_757	राष्ट्रपति र प्रधानमन्त्रीको फोटो बिगारेर पोष्ट गर्ने पक्राउ
non_ipv_758	धोका हो
non_ipv_759	खुशी हुन हाँस्न जान्नु पर्छ रे
non_ipv_760	hard work.
non_ipv_761	अष्टेलिया र युरोप जाने पैसाको आधामात्रै लगानि गरेर यहाँ सानोतिनो ब्यबसाय गर्ने हो
non_ipv_762	One the best person I have ever met.
non_ipv_763	रेमिटान्स पठाउन बिदेशी भुमिमा श्रम गरिरहेका नेपालीहरुलाई देशमा हुने चुनावमा भोट हाल्ने आफ्नो नैसर्गिक अधिकार बाट बन्चित गरिएको छ
non_ipv_764	प्यारे सधै हासिखुसी रहनु
non_ipv_765	बोलेर भन्दा गरेर पो देखाउनु पर्छ र होईन भने येस्तो गर्नुपर्छ उस्तो गर्नुपर्छ यो गरे राम्रो त्यो गरे राम्रो भन्न त जो पनि सक्छ तर ब्यवहार मा लागू हुदैन
non_ipv_766	अति उत्तम कार्य  के पि भाइ
non_ipv_767	योग्यता, क्षमता, इमानदार, सक्षम, निडर, बरिष्ट
non_ipv_768	जे गर्च पर्बतेले गर्च।
non_ipv_769	राम्रो उत्पादन
non_ipv_770	वाहा भनौला
non_ipv_771	हार्दिक धन्यवाद
non_ipv_772	धुलो हिलो सहने जनतालाई धन्यवाद
non_ipv_773	अहिले मोबाइलको विभिन्न गेमले लोभलाग्दो बाल्यकाल बिताएका छन्
non_ipv_774	तिम्रो छोरो बिग्रिदैन किनकि उस्लाई थाह छ कि तिम्ले त्यो खाडिको पचास डिग्री  मा पसिना बगाएका छौ भनेर
non_ipv_775	pressure dine ho bhane
