text,abuse,sexual_content_score
तँ डाम्नाले मलाई जिउन नदिनी भहिस है |,1,1.0
"पापिनी फेरी तेरो के गेम सुरु भयो , नाटक बेसी नगर ल |",1,1.0
कति मेकअप गरेको तिमीले ? छक्का जस्तो देखेको छौ तिमी। ।,1,1.0
पातकी किन अहिले आएर येस्तो नाटक गर्नु परेको |,1,1.0
तँ जस्तो गधा केटा संग बिहे गरेर मेरो आफ्नो जिन्दगी बर्बाद भयो |,1,1.0
"म तँलाई पिटेर , तेरो मुख जस्तो तेरो आत्मालाई नराम्रो बनाउछु। ।",1,1.0
थोपडा न सोपड़ा प्रियंका चोपरा . . . . . तेरो नाटक धेरै भएन |,1,1.0
तँ बेस्या आइमाई कति नाठो फेर्न सक्छेस |,1,1.0
तेरो अनुहार त कस्तो घिनलाग्दो हो क्या |,1,1.0
तँ गतिछाडा आइमाईलाई सबक सिकाउन जरुरी छ |,1,1.0
ओइ काली केटि एडिट गरेर फोटो हाल्नुपर्दैन दुनियालाई रमिता देखाउदै |,1,1.0
अहिले आएर एस्तो नाटक गर्नु पर्नी तलाई साले कुकुर |,1,1.0
दुनियासंग रात बिताउनी आइमाई इज्जत नभएकी बेस्या होस् तँ |,1,10.0
तेरो बाउ रन्डीको छोरि लामो को कुजात नेवार !,1,1.0
नकरा मुजी भुत्रो त्यतिकै बम्केछस मुला |,1,1.0
ओइ कुकुर्नी मेरो बेज्जत गरेर के पाहिस भन् त |,1,1.0
रन्डीको बान साले पहिला तेरो थोपडा एनामा गएर हेर साला छक्का हो तँ थाहा पाहुछस् |,1,1.0
तँ बर्ता जान्नी हुदै छेस फेरी तलाई झापड लगाउनु पर्नी भएको हो | तँ बर्ता जान्नी हुदै छेस फेरी तलाई झापड लगाउनु पर्नी भएको हो |,1,1.0
तँ चै कुकुर्नी जस्तो गर् हौ . . . आलु जस्तो आइमाई कुकुर्नी |,1,1.0
साली रन्डी तँ जस्तो खाते केटि म हजारौ पाउछु |,1,1.0
कुकुर्नी नक्कली उम्रिदैको बेत्तालनी |,1,1.0
एकदिन तेरो पाप कराउछ कुकुर्नी पख |,1,1.0
"लाज पचेको मात्र होइन , पागल नि हो तँ भन्ने थाहा भो आज ! तैत !",1,1.0
मुर्ख आइमाई तैले मलाई डुबाएरै छोड्नि भहिस |,1,1.0
नकचरी आफ्नो इज्जत आफै फालिस हैन |,1,1.0
"संसारकै सबैभन्दा खत्तम केटिसंग बिहे गरेछु मैले , तँ त खाली पैसा बाहेक अरु कुरै गर्दिनस |",1,1.0
तँ जस्तो छाडा त रेडलाइट एरियाको केटि पनि हुँदैनन् होला |,1,1.0
"चुटिया रन्डीको बान , मैले मान्छे लगाई सके तेरो हत्या गर्नको लागि। ।",1,1.0
भालु गर्नु सम्म गरिस् अब के बाकीं छ र त्यो नाटकको आसु नदेखा तेरो नि मन छ र दुख्नलाई तँ त पैसामा बिकेकी होस् नि |,1,1.0
"तँलाई यसरी मारेर फाल्ने छु , तेरो यौनि बाट म्यागोट खस्नेछ। ।",1,10.0
रत्नपार्कको भालु भन्दा नि खत्तम भालु रहिछेस तँ त |,1,1.0
"! तँ मेरो नजरमा गिरिसकिस् , अब कहिले पहिलाको जस्तो हुदैन |",1,1.0
म तेरो सुरक्षा कर्मीको हत्या गरि तेरो घर भित्र छिर्ने छु |,1,1.0
"मेरो मतलब , तिमि आफुलाई हेर त , तिमीलाई कसले चाहन्छ। ।",1,1.0
म तलाई घृणा गर्छु बोक्सी मेरो जिन्दगी लथालिंग बनाईदिस |,1,1.0
छोटा लुगा लगाएर नाटक गर्दै टिकटकमा पोष्ट गर्नी होइन है कुकुर्नी |,1,1.0
गतिछाडा आइमाई ! के नाटक हो यो ? तेरो भन्दा त बरु पशुको इज्जत हुन्छ होला |,1,1.0
म संग कुरा गर्नु पर्दैन। तेरो जिन्दगि सकियो अब किनकि मैले योजना बनाइ रहेको छु तँलाई मार्न। ।,1,1.0
जाठी आफै रफ बोल्छे सुरुमा रफ बोल्न बाध्य नबना खातिनी हाम फालेर मर्न खातिनी |,1,1.0
"रन्डीको छोरा खाते त होस् लोदर , तेरो बाउ लोदर तेरो साखा सन्तान लोदर |",1,1.0
तँ कस्तो नारी होस् लाज छैन अलिकति बरु मरे हुन्छ |,1,1.0
"दुनिया भरको केटासंग च्याट गर्दि रहिछेस , खत्तम केटि जतिबेला नि अनलाईनमा हुनि |",1,1.0
"अघि जो संग मस्किदै होली , खेल्दै थिस , तेसैलाई Messae गर , मलाई नगर बोक्सि . ! मेरो मूटु फटाईस हैन |",1,1.0
गु खाने रन्डी परिस तँ। ।,1,1.0
तँ जाठी केटि आफ्नै बुद्धि नभएर दु : ख पाएकी होस् अझै भनेको नमान् न |,1,1.0
चुपलागेर बस्न मुजी . . . . हल्ला नगरी बस्न सक्दैनस ?,1,1.0
तँ नकचरी आइमाईलाई भेटे भने तेरो जगल्टाको नाश गरिदिन्छु |,1,1.0
तलाई नमारी मलाई शान्ति हुदैन राक्षेस्नि |,1,1.0
म तेरो रगत बगेको हेर्न चाहन्छु। ।,1,1.0
बेस्या आइमाई रन्डी |,1,1.0
"त साला रन्डी , तलाई कसले दियो अनुमति अल्लाहालाइ जज गर्ने। ।",1,1.0
"बेस्या मेरो time waste नगर त , तँ जाठीले मलाई बर्बाद नै बनाउनी भहिस है |",1,1.0
"तिमीलाई कसैलेनी राम्रो मान्दैन , जाउ बरु आफैले आत्माहत्या गर। ।",1,1.0
हार्दिक श्रदान्जली रन्डी तेरो आत्माले कहिले शान्ति नपाहोस |,1,1.0
"तेरो पोल खोल्दिनु मन छैन , साली धर्तिको बोज , कुनचै जुनी बाट तेही भूतनीलाई देख्नु पर्या |",1,1.0
जति कुरूप र घिनलाग्दो थोपडा छ नि तेरो त्यो भन्दा घिनलाग्दो त तेरो आत्मा रहेछ |,1,1.0
चटक हेरन यो मासाले खातेको |,1,1.0
"कुकुरलाई घीउ पच्दैन भन्थे हो रहेछ , जुन थालमा खाइस तेही थालमा थुकिस होइन |",1,1.0
तेरीमा टोक्नी के के चै सुन्नु पर्छ हो मैले तेरो बारेमा |,1,1.0
म मेरो महँगो सामानहरु फिर्ता चाहान्छु नत्र तेरो तस्बिर र भिडियोहरु सार्बजनिक गर्दिन्छु। ।,1,1.0
"तँ जति रोए पनि रिस उठनी , इज्जत नभए पछि के लाग्छ र लड्की |",1,1.0
"भालु , चालु , तलाई बाचे पनि राम्रो हुन्न उम्रन नपाउदै तिन पात पैसाको मात लायो कैले राम्रो हुन्न हेर्दै जा |",1,1.0
तँ खातीनीलाई नि भाला गोभ्नु पर्ने साले खातेनी |,1,1.0
"म तेरो अपहरण गरि बलात्कार गर्ने छु , तेसपछी तैंले मलाई बिहे गर्नै पर्छ। ।",1,7.0
"त्यो केटो झुटो , नट काम , मनोरोगी , नियन्त्रण गर्ने र चिसो मनको छ , मेरो माया बुझेन |",1,1.0
". तेरो थुतुनो बन्द गराउन क्यार्न पर्नी हो , जतिबेला नि भुक्न थाल्छेस् , चोथाले |",1,1.0
तेरो नग्न फोटोहरु म सँग छन् ।,1,10.0
छिछि नकटि आइमाइ म जस्तो सोझो केटोलाई फसाहिस है |,1,1.0
तँ रन्डीको बान हिमत हुनुपर्यो नि रिअलमा बोल्न त |,1,1.0
अब आफ्नो दिन गन्न सुरु गर ।,1,1.0
"आफैलाई बकवास लाग्ने तेरो कुरूप थोप्डा , मलाई आशा छ कि तँ केहि कुराले निसासेर मर्छेस। ।",1,1.0
जा गएर आफैलाई मार। ।,1,1.0
"तँ रन्डीकोबान जिउदै छिनाइदिउ , मानिसको खोल ओडेको पशु , धर्तिको बोज तँ बाचेर केहि फाइदा छैन |",1,1.0
मुजी रन्डी ताइन तुइ सँग मस्किदै हिड्छेस अनि अहिले आएर सब्येताको कुरा गर्नी |,1,1.0
"बकवासको टुक्रा , कुरूप मोटो कालो कुतिया। ।",1,1.0
तँ जाठी पोइ बिदेशमा हुदा यता बोका केटासंग नारिएर हिड्नेले ठुला कुरा गर्छेस |,1,1.0
"ए डाका , चोर , बिहारी , फटाहा तैले कस्लाई थर्काको ह |",1,1.0
साला धोकेबाज मेरो जिन्दगी उथल पुथल बनाएर मरिस है |,1,1.0
म तेरो शरीर जलाउने छु र कसैले भेटाउने छैनन् । रामरी सुट ऐले मुजी ।,1,1.0
रन्डी अब आफ्नो मुख कसरी देखाएर हिड्छेस |,1,1.0
मरे हुन्छ भालु रन्डी अर्कालाई ठोकाउने अरुलाई दोस दिने कुकुर्नी |,1,7.0
थुक्क त रन्डीको छोराको औकात त देखि हाली नि अझै बाकी छ तेरो इज्जत |,1,1.0
लाजश्रम पचेकी बेस्या जंगली आइमाई तँ जस्तो घिनलाग्दो आइमाई केहि काम छैन मलाई |,1,1.0
"तिमि जस्तो छाडा आइमाई आजसम्म पनि देखेको छैन , कति बोल्न सकेको |",1,1.0
त रन्डीको छोरि धादिंग बेसी बजारमा बाहिर मात्र निस्की त तलाई जहाँ भेट्यो तेही छिनाउछु |,1,1.0
यो पागल अनि एउटा कुलाटा आइमाई रछे |,1,1.0
बेसरम केटि पैसाको लागि आफ्नो इज्जत लीलाम गरिस् |,1,1.0
कस्तो कुरा लेखेर पठाउछ के साला खाते अलिकति लाज हुदैन तलाई |,1,1.0
तँ खत्तम झुर आइमाई हो हेर्दैमा पाखे |,1,1.0
मेरो बुढि पैसाको लागि यति निच गिर्छे भन्नि सोचेको थिइन |,1,1.0
तँ जस्तो गएगुज्रेको आइमाई त काही पनि देखेको छैन। ।,1,1.0
पखेलाई पाउरोटी दालमा चोपेर भनेया जस्तो गाउको पाखिनी तलाई राम्रो व्यवार नपचेको होला |,1,1.0
"पैसाले किन्नु पर्ने तँ रन्डीलाई चोखो माया दिएछु , खेलेर गहिस मुजी |",1,1.0
पैसाको भोको आइमाई जोसँग नि सुत्दै हिड्न लाज लाउन है |,1,8.0
तेरो अनुहार देख्ना साथ गाली गर्न मन लाग्छ |,1,1.0
कुकुर बिरालोझैँ झगडा गर्छे यो त। ।,1,1.0
मुजी माम्पाखा कस्तो घटिया मान्छे रहेछस तँ |,1,1.0
दुनियासंग सुतेर आफ्नो इज्जत फाल्ने नकचरी धेरै नबोलेको बेस |,1,8.0
धेरै कुकुर भुकेको जस्तो भुक्ने नगर खातिनी |,1,1.0
जसलाई पायो उसैसंग नारिएर भेटघाटमा तम्सि हाल्ने तँ जस्ता केटि संस्कारमा चुकेका गतिछाडा नै मानिन्छ |,1,1.0
तँ दलित दमाईलाई कसले माया गर्नु मैले त तेरो पैसा देखेरमात्र मायाको नाटक गरेकी हु |,1,1.0
तँ मुजी पागलसँग के बहस गरेर बस्नु |,1,1.0
तँ पहिला देखिनै पातकी बोका रहेछस बल्ल थाहा भयो |,1,1.0
तिमि फोहोरी धर्तिको फोहोर भएर बोज भाछौ नि |,1,1.0
तँ पैसामा बिक्ने केटि हो के को रुनु पर्यो नाटक नगर कुकुर्नी |,1,1.0
"मलाई मेरो वास्ता छैन तर तँलाई म छाड्दिन। । मैले यो समयमा मजाक गरेको होइन , तैंले पैसा दिएनस भने तेरो ज्यान लाने छु र तेरो परिवारको अपहरण गर्ने छु। ।",1,1.0
तँ स्त्रीको नाममा धब्बा हो |,1,1.0
तेरो टाउकोमा बारम्बार चक्कुले वार गर्ने छु जब सम्म तेरो सास रोकिदैन।,1,1.0
तैंले यो दुनियामा कहिले प्रगति गर्न सक्दैनस तँ यो धर्तिको बोज हो |,1,1.0
"तेरो लागि भनेर म खाडीमा पैसा कमाउने , तँ भने अर्कैसंग रमाउने नकचरी आइमाई |",1,1.0
Dear Ex तेरो माया सत्यनारायण पुजाको प्रसाद हो र ? दुनियाँलाई बाडदै हिड्छेस त !,1,1.0
लाज नभाकी कुन मुखले बोलि राकीछेस तँ |,1,1.0
बुद्धिमा गु भरिएकी आइमाई |,1,1.0
तिमि त एक नामर्द रैछौ। ।,1,1.0
जा भाग् थोपडा नि हेर्न मन छैन मलाई तेरो |,1,1.0
मुजी बेसी हल्ला नगर साला खाते |,1,1.0
"तैंले सोच्न पनि सक्दैनस होला , म तेसरी तँलाई यातना दि दि मार्ने छु। ।",1,1.0
मेरो घरको सम्बन्धलाई दोस देखाइस् नाठो खेलौनी घर भाड्नि आइमाई |,1,1.0
चुडेल कामिनी जति भनेनी लाग्दैन तलाई ?,1,1.0
एदी तैले प्रहरी या कसैलाई संग्लग्न गराउन प्रयास गरि भने म तेरो मृतुलाइ छिटो बोलाउने वाचा गर्छु। ।,1,1.0
जाठी थुतुनो र मुतुनो जथाभाबी चलौनी होइन नि |,1,1.0
"नारी भनेको त द्रौपती , सिता जस्ता पो हुनुपर्छ त , तँ जस्ता गतिछाडा आइमाई त ठमेलको बारमा आफैलाई बेच्ने बेस्या पनि हुन्छन् नि |",1,1.0
झुन्डिएर मरे हुन्छ अब जिउनी आधार नै के छ र तिम्रो |,1,1.0
भुसिया कुकुर सरह दिनभर डुल्छस् तँ नालायक केहि काम नलाग्नी चुतिया होस् तँ |,1,1.0
थूक्क पागल आईमाई लाज छैन |,1,1.0
"कुकुर , मलाइ दुर्व्यवहार गर्न खोजेको हो ? तेसो हो भने तेरो परिवारलाई दुर्व्यवहार गर्ने छु। ।",1,1.0
तेरो एक्तिंग अलि कम् भएन कुकुर्नी |,1,1.0
थुक्क ! लाज पचेकी तँलाई अलिकति पनि सरम लाग्दैन |,1,1.0
"मैले भनेको थिए तँलाई , तँ दुइ चोटी मर्छस भनेर , एक चोटी त मरिसकिस , तेरो आत्मा मरिसक्यो अब शरीर मात्र मर्न बाकि छ र त्यो चाहि म मार्छु। ।",1,1.0
तैंले बिर्सिन नसक्न्ने गरि तेरो परिवारको दुर्घटना हुनेछ। ।,1,1.0
मैले तेरो शरीर गाड्नको लागि चिहानमा खाल्डो खनी सकेको छु। ।,1,1.0
आफ्नो इज्जत आफै खोलामा फालिस |,1,1.0
म तिम्रो टाउकोमा बन्दुक राख्छु र तिम्रो परिवारको हत्या गर्छु। ।,1,1.0
खुब पोइको आखा छली छली बोका लुकाउदै हिड्छस् होइन बेस्या रन्डी |,1,1.0
मेरो बुढा जस्तो पापी अरु को छ होला र यो संसारमा ।,1,1.0
सक्स गर्न देउ बिहे गर्छु नि कालू भनेर कन्या जाली तोडेउ फेरि त्यही मुख ले भालु भनेर छोडेउ |,1,1.0
उत्तानो भएर थाप्ने अहिले हिँसा भन्ने हो ।,1,8.0
रत्नपार्कको भालु जस्तै छेस तँ |,1,1.0
भालु खातिनी के चिलायो खातेनी |,1,7.0
तँ जस्तो चोर फटाहा र ठग सँग झुक्नु भन्दा त म प्राण त्याग्दिन्छु |,1,1.0
तँ रन्डीको छोरा बिदेशी दलाल धेरै बकबक नगर |,1,1.0
तलाई त अचानोमा राखेर काटिदिनु पर्ने पाखे आइमाई |,1,1.0
कस्ता कस्ता छक्काहरु हुन्छन मुजी बरु केटि बन न तेरिमा ठ्यस्नी |,1,1.0
साले खातिनी तेरो हैसियत के छ अग्रजलाई सम्मान गर्नु पर्दैन |,1,1.0
तिमी एकदम निच छौ। ।,1,1.0
तिमी त एक नामर्दको छोरो रैछौ ।,1,1.0
हार्दिक श्रदान्जली तिमीलाई पैसाको लागि आफ्नो अस्मिता बेच्ने तिमीजस्तो पागल मान्छे मैले आज सम्म देखिन |,1,1.0
तलाई नाटक धेरै आउछ सुन खोज्दै हिड्छेस नकली |,1,1.0
रन्डी आइमाई ! जता बाट पनि पाइहाल्छेस नि केटा खेलाउन |,1,1.0
तँ जस्तो खातिनीले छोड्नु नै बेस्ट होला मेरो जीवनमा जा मोर |,1,1.0
"तेरो क्यारेक्टर राम्रो छैन भन्नि त , तेरो संगतले नै थाहा हुन्छ |",1,1.0
तिमि मेरो बन्ने छौ र कसैको साथमा बस्ने सोचेउ भनेनी तिम्रो जिन्दगि बर्बाद गरिदिन्छु। ।,1,1.0
तिमीलाई कसरी लेख्ने सिक्न आवश्यक छ |,1,1.0
"तेरो अपहरण गरि , तेरो हात , खुट्टाको नङ्ग्रा एक एक गरि निकाल्ने छु। ।",1,1.0
"कुलंघारनी , आफु त बिग्रिस बिग्रिस मेरो जीवन नि डामाडोल बनाईदिस |",1,1.0
थुक्क राडीको बान तलाई त मुतेर सुकाईदीए हुन्छ |,1,7.0
ए कुरौटे तलाई आफ्नो बीएफ हुदाहुदै अरु केटाहरु संग गफ गर्न लाज लाग्दैन | ओइ साला नाके बाहुन तलाई मेरै साथीहरुसँग मेरो कुरा काट्न लाज लागेन |,1,1.0
"साला जाठा , हेर्दै जा अब म क गर्छु भनेर। तेरो जिना हराम गर्ने छु। ।",1,1.0
कुतिया म तेरो परिवारलाइ पछ्याउन र दण्डित गर्न जादै छु। ।,1,1.0
तँ धर्तिको बोज नै रैछस बौलाहा कुकुर आफु त बिग्रिस तर अरुलाई तेस्तो सोच्दा धेरै पटक सोच्ने गर् |,1,1.0
"थोरै भएनी मानवता सिक पहिला , चुथ्थी नकचरी केटि |",1,1.0
"सामाजिक संजालको आई.डी , पास्वोर्ड दिएनौ भने तिम्रो परिवारको अपहरण गर्ने छु। ।",1,1.0
कुरूप केटि अहिले सुन्दरताको घमण्ड धेरै नगर पछि एक्लै जिन्दगी कटाउनु पर्ला |,1,1.0
चरित्रहिन केटि एस्तो हुन्छ भन्नि तलाई पहिला नै थाहा थिएन र रन्डी |,1,1.0
त कुकुर्नी चुप लाग खातीनी .,1,1.0
तँ जस्ता रन्डी भन्दा त पोथी जनावर धेरै विवेकशिल र नैतिकवान हुन्छन् |,1,1.0
विदेश गाको पोइ छोडेर तँ जस्ता इज्जत नभएका राँडि फुड़ी मात्र पोइला जान्छन् |,1,1.0
"म बिदेशमा हुदा हुदै मेरै कमाइ खर्चेर नाठो पाल्ने आइमाई त बेस्या हो , समाजको कलंक हो |",1,1.0
सर्बप्रथम तिम्रो थुतुनो सिलाउनु पर्यो |,1,1.0
"तँ त पनौती नै रैछेस , तैंले गर्दा मेरो कुनैपनि कुरा सफल हुँदैन |",1,1.0
तैंले मलाई धोका दिएकी म तेरो बिहे हुन दिन्न |,1,1.0
मलाई केहि भन्नु छैन तँ जस्तो मुजी केटीलाई जो पैसाको पछी भाग्छे |,1,1.0
"स्वार्थले भरिएको झुटो माया तेरो , त नि गतिलो त कहाँ हो र रन्डीको बान |",1,1.0
तेरो बुद्धि छैन पागल्नी |,1,1.0
तलाई येति धेरै यातना दिने छु कि तँ आफैले आफ्नो हत्या गर्ने छस्। ।,1,1.0
तँ रन्डीलाई त बल्ल ठिक भयो बैसमा आखा नदेखेसी यस्तै हुन्छ |,1,1.0
तलाई आज महसुस गराउने छु यस्तो गर्दा कस्तो हुन्छ भनेर। ।,1,1.0
"केटि पैसामा मर्छन् रे , थाहा रहेछ तँ रन्डीको बान खाते त नि कमानत |",1,1.0
धोकेबाज कुकुर्नी मेरो लाईफ नै डामाडोल बनाईदिस |,1,1.0
तँ रन्डी पैसाको लागि जोसंग नि सुत्छेस् हैन |,1,9.0
एमसी भालु . . . . अब ठमेलमा गएर बस् . . . होटेलमा . . . कल गर्ल भएर |,1,1.0
श्रीमान घरमा हुदा हुदै केटा खेलाउने तलाई पनि मृत्यु दण्ड दिनुपर्नी |,1,1.0
यो नकचरी आइमाईले गर्दा मेरो जिन्दगी नै बेहाल भैसको |,1,1.0
धेरै चुरीफुरी देखाउथिस् नि साली तेरो आईडी मैले बिगार्दें अब गर्न चुरीफुरी |,1,1.0
कसम रन्डी तलाई भेटे भने सिदै मार्दिन्छु |,1,1.0
मुख होइन यो आइमाईको मुजी बोलेको जस्तै छ |,1,1.0
"चुरीफुरी चै मिस नेपालको जस्तो छ त , आफ्नो अनुहार हेरेको छेस बादरको झल्को मेटिन्छ |",1,1.0
"तँ जता घर सरेको छस् , म पनि तेतै सरेको छु। तँलाई मर्ने छु र तेरो जन्मिन नपाएको बच्चाले पनि केहि गर्न सक्दैन। ।",1,1.0
अर्काको बुडि लानेलाई रंगेहात भेट्दा त हान्न भाइ अपांग हुनेगरि कति सहन सकेको होला ! ! ! !,1,1.0
अब के अनुहार देखाउछेस त आफै सुसाइड गर् धेरै बेटर हुन्छ |,1,1.0
रन्डी तँ भालु ठमेलमा गएर बस् |,1,1.0
साले खाते तेरो जीवन नर्क नबनाई छोड्दिन् |,1,1.0
नाटक बन्द गर् बेवकुफ गोल्ड डिगर केटि |,1,1.0
"कतै जानु परेको छैन , घरकै काम गरेर बस म नआउने बेला सम्म।",1,1.0
"ओइ कुतिया , हरामी , म तेरो बलात्कार गर्ने छु। ।",1,9.0
दाग लाग्यो तेरो लाइफमा बुझिस् पत्तुरनी अब तेरो लाइफ ड्यामेज भयो |,1,1.0
"केहि हुनु भन्दा अगाडी , मेरो पैसा फिर्ता दे बाच्न मन छ भने ।",1,1.0
मर्न नसकेकी फ्यौरी तैले आफ्नो अनुहार हेरिछेस खाली बियरको पुरानो बोतल जस्ती |,1,1.0
"तिमि कति निर्दयी रहेछौ , पैसामा बिकेकी केटि |",1,1.0
लाज सरम पचेको बुढो |,1,1.0
कुकुर्नी तेरो ड्रामा नदेखा त |,1,1.0
"तेरो मुख सुख लुस्नु पर्नी भएको छ , तँ बढी बोल्नी भाकी छेस आजकल |",1,1.0
तिमि जति पाउडर घसे पनि कालोको काली रहने छौ |,1,1.0
साले खाते तै राडीको बान मलाई किन गाली गर्छस |,1,1.0
तँ मरेको भन्नि छिटै सुन्न पाहियोस भगवान |,1,1.0
तँ पनि बाँदर जस्तै रैछेस। आफ्नो घर पनि नबनाउने र अर्काको घर पनि बन्न नदिने |,1,1.0
मैले तेरो सबै चर्तिकला बुझिसके मगरमछको जस्तो आसु देखाउन पर्दैन |,1,1.0
यो केटि त महा खत्तम स्त्रीको नाममा कलंक रहिछे |,1,1.0
कुरा फेर्न त माहिर रहिछेस तँ जाठी मेरो कुभलो चिताउने तेरो नि भलो कहिले हुदैन |,1,1.0
रन्डीको बान तेरै हैसियत के छ र मलाई पाखे भनिस् |,1,1.0
अलक्षिनि तँ मरेको दिन् त म मासु भात खान्छु |,1,1.0
आफ्नो इज्जत आफै फालिस अब कुनामा बसी एना हेरी रुदै बस् |,1,1.0
औकात छ र मुजी तेरो मसँग बिहे गर्नलाई |,1,1.0
"ओइ फोहोरी केटि , हिजो कुन चै केटा संग घुम्दै थिस |",1,1.0
"तँ धर्तिको बोज तलाई बच्नी अधिकार छैन , यो जगतमा |",1,1.0
श्रीमान विदेशमा हुदा हुदै अर्को नाठो पाल्ने आइमाई तँ रन्डी बेस्या होस् |,1,1.0
कुरा गर्ने पनि तरिका हुन्छ नि पाखे केटि |,1,1.0
कुकुरलाई घीउ पच्दैन भनेको यही हो ! तँलाई मेरो माया पचेन नाखर्मौली |,1,1.0
उसको नग्न फोटोहरु म सँग छन् ।,1,10.0
"थुकक नारीको नाममा कलङक , लाज पनि नलाग्ने गतिछाडा , तिन पुस्तालाई पुगने गरी ईज्जत फालिस् हैन |",1,1.0
चुप साला खाते दमाइ तेरो औकात यस्तै हो तँ मान्छे होइनस् त साला गु खाने पशु हो |,1,1.0
बच्नुको कुनै औचित्य छैन तेरो |,1,1.0
मुख देख्दा पनि १ पन्च हानेर रगत नै रगत पार्दिम जस्तो |,1,1.0
तिम्रो कति सम्मको निच सोच रहेछ |,1,1.0
"तेरो जिन्दगि अब केहि अंकमा मात्र सिमित छ , सुरक्षा बल नै आएपनि तलाई म बाट कसैले बचाउन सक्दैन। ।",1,1.0
"कुकुर्नी पैसाको पछि लाग्दा यस्तै हो , छि तेरो लाइफ |",1,1.0
तैंले गर्दा आज मेरो दिन खराब भयो। ।,1,1.0
मेरो स्वर्ग जस्तो घर भाडिस तँ अलक्षिनिले मेरो जिन्दगीनै डामाडोल बनाइदिस् |,1,1.0
एउटा ' क ' नपढेको मान्छेलाई नि के सोध्नु।,1,1.0
ए कुरौटे केटि कति कुरा गर्छेस ह केटाहरुसंग लाज सरम लाग्दैन |,1,1.0
थुक खाते तेरो बाउ गर् रन्डीको छोरा तँ चोर दलाललाई भेटे भनि साला तलाई मार्दिन्छु |,1,1.0
म तेरो घर अगाडी आएको छु बन्दुक लिएर तँलाई मार्न। ।,1,1.0
थुक्क पाखे केटि तँ त घास नै रहिछेस |,1,1.0
"तँ गोबर गणेश तेरो दिमागमा गु भरीएको छ कि के , भनेको केहि बुझ्दैन् |",1,1.0
ओइ कुकुर्नी बढी नबोल है तँ रन्डीलाई त टुडिखेलमा राखेर अागो लगाउनु पर्ला नि |,1,1.0
त साली भालु आफ्नो अनुहार हेरे को छस ।,1,1.0
लाज मरेको नकचरी केटीको नाममा कलंक हो तँ |,1,1.0
"त रन्डीले मेरो करिएर बर्बाद गर्दिस , तेरो त झन् नर्ग बनाइ दिने छु। ।",1,1.0
मेरो जिन्दगी त यसले नर्क बनाएर छोड्ने भइ।,1,1.0
आफु नै चर्तिकला देखाउदै हिड्छेस अनि कस्ले राम्रो भन्छ र तलाई |,1,1.0
तलाई मेरो श्राप भयो कुकुर्नी तलाई बिहानै गाडीले कुल्चेर त मरोस् |,1,1.0
"भग्वान कसम , तेरो शरीरमा जति पनि प्वालहरु छन् त्यो सबै मेरो पिसाबले भरिदिने छु। ।",1,9.0
रन्डी आइमाईले पाहीहाल्छ नि जता बाट पनि |,1,1.0
गोरुको अनुहार परेकी गाई अलक्षिनि |,1,1.0
कसैले नजानेको तैंले जानेकी रहिछेस जाबो केहि पैसाको लोभमा अरुलाई गाली गर्दै हिड्ने तँ जस्तो गतिछाडा आइमाई को के कुरा सुन्नु |,1,1.0
"तेरो सब कुराहरु मलाई थाहा छ , कुन दिन सब सार्वजनिक गरिदिन्छु ।",1,1.0
भाग् अलक्षिनि जा गएर मर्नु छ मर |,1,1.0
तँ अरुलाई फसाउन खोज्ने रन्डी अब कुकुरको गु खाए हुन्छ तैले |,1,1.0
यो तेरो अन्तिम मौका हो। ।,1,1.0
गर्भपतन गराइस भने म तँलाई नि मारिदिन्छु |,1,1.0
थुक्क मुजी केटि तँ जस्तो घटिया केटि त कोहि छैनन् होला |,1,1.0
तिमी त एक नालाएकको बच्चा रहेछौ। ।,1,1.0
तँ साला धर्तिको बोजलाई बाच्ने अधिकार छैन |,1,1.0
राँडिको छोरा दुई कौडीको इज्जत नभएको खाते अझ बढी बोल्छेस |,1,1.0
"तँ रन्डीको बान , तेरो दिमागमा गु भरिएको छ |",1,1.0
म तेरो जीवन र तेरो परिवारको लागि दु : ख र अस्वस्थताको कामना गर्छु |,1,1.0
कुकुर्नी तँ मरे त झनै राम्रो हुन्थियो होला |,1,1.0
गेडा खा भालुनी |,1,10.0
कुकुर्नी मान्छेको लाइफ सँग खेलेर के पाहिस अझै चटक देखाउछेस |,1,1.0
त रन्डीको बेस्या आइमाईको जति पनि इज्जत छैन |,1,1.0
भालुनी आफुले इज्जत पाउनको लागि अरुको पनि इज्जत गर्न सिक |,1,1.0
लाज सरम पचेको भनेको चै एस्तै रहेछ |,1,1.0
"यो केटि आफ्नो स्वार्थको लागि जे पनि गर्छ , तलाई त दरो दिनु पर्ने |",1,1.0
यदी यो कुरामा कसैलाई संग्लग्न बनाइस भने तेरो हालत के हुन्छ भन्ने आफै थाहा पाउछ्स। ।,1,1.0
"जाठी तेरो बुद्धि यस्तै हो , अब अफसोच गर्दै बस् रन्डी |",1,1.0
ओइ पशु लाज छैन तलाई ह कुकुर्नी मुजी आइमाईको नाममा तँ कलंक होस् |,1,1.0
साले खाते आलु खान मसंग बोल्दै छेस जा न अरु केटासंग मोज गर् |,1,1.0
"म तलाई सराप दिन्छु तेरो जिन्दगी बर्बाद होस् , तैले कहिले खुसि नपाहोस |",1,1.0
"यदी फेरी पनि तेही कुरा भयो भने , तलाई थाहा हुने छैन तेरो के हुने वाला छ भनेर। ।",1,1.0
